strain_i,strain_j,meta_r,clade_i,clade_j,pair_type
CEG,CCS,0.11932164082829697,17. Taiwanese,18. Far East Asia,Different clade
CEG,CCV,0.11500421277089425,17. Taiwanese,24. Asian islands,Different clade
CEG,CDE,0.09615970619284256,17. Taiwanese,M3. Mosaic region 3,Different clade
CEG,CDL,0.10012518170300885,17. Taiwanese,18. Far East Asia,Different clade
CEG,CDT,0.053015481394390586,17. Taiwanese,2. Alpechin,Different clade
CEG,CFF,0.10381911253384722,17. Taiwanese,7. Mosaic beer,Different clade
CEG,CGL,0.0927253670090413,17. Taiwanese,26. Asian fermentation,Different clade
CEG,CGN,0.10484216107584522,17. Taiwanese,26. Asian fermentation,Different clade
CEG,CGS,0.04844316582841454,17. Taiwanese,1. Wine/European,Different clade
CEG,CLB,0.07982683978008666,17. Taiwanese,4. Mediterranean oak,Different clade
CEG,CLI,0.0717134316723844,17. Taiwanese,25. Sake,Different clade
CEG,CLN,0.025636887725290623,17. Taiwanese,25. Sake,Different clade
CEG,CLP,0.08931654601396696,17. Taiwanese,25. Sake,Different clade
CEG,CMI,0.08658816626620547,17. Taiwanese,25. Sake,Different clade
CEG,CPI,0.07442682263684847,17. Taiwanese,9. Mexican agave,Different clade
CEG,CPK,0.07975105920017782,17. Taiwanese,9. Mexican agave,Different clade
CEG,CPN,0.11951698222186069,17. Taiwanese,9. Mexican agave,Different clade
CEG,CQD,0.052239857507332316,17. Taiwanese,12. West African cocoa,Different clade
CEG,CQF,0.0696520217795377,17. Taiwanese,12. West African cocoa,Different clade
CEG,SACE_YCE,0.03426600430653741,17. Taiwanese,M3. Mosaic region 3,Different clade
CEG,SACE_YCK,0.05815340829648628,17. Taiwanese,26. Asian fermentation,Different clade
CEG,SACE_YCM,0.04927206806538574,17. Taiwanese,24. Asian islands,Different clade
CEG,SACE_YCR,0.08602265178486475,17. Taiwanese,18. Far East Asia,Different clade
CEG,SACE_YCU,0.08934323928155795,17. Taiwanese,23. North American oak,Different clade
CFF,AFE,0.025088983858044752,7. Mosaic beer,8. Mixed origin,Different clade
CFF,AKH,0.10173101478305435,7. Mosaic beer,13. African palm wine,Different clade
CFF,AKI,0.10375707966718459,7. Mosaic beer,M3. Mosaic region 3,Different clade
CFF,AKM,0.0871327397348743,7. Mosaic beer,19. Malaysian,Different clade
CFF,AMP,0.10902266233895612,7. Mosaic beer,M1. Mosaic region 1,Different clade
CFF,ANG,0.1388270347374132,7. Mosaic beer,23. North American oak,Different clade
CFF,ANN,0.14695430147719185,7. Mosaic beer,12. West African cocoa,Different clade
CFF,ATS,0.10227522469682025,7. Mosaic beer,8. Mixed origin,Different clade
CFF,BAF,0.09922135075900085,7. Mosaic beer,13. African palm wine,Different clade
CFF,BAG,0.09633607198153275,7. Mosaic beer,15. CHNII,Different clade
CFF,BAI,0.1320400843809176,7. Mosaic beer,18. Far East Asia,Different clade
CFF,BAK,0.141268682704812,7. Mosaic beer,18. Far East Asia,Different clade
CFF,BAL,0.11258457481612348,7. Mosaic beer,16. CHNI,Different clade
CFF,BAM,0.12201676244739951,7. Mosaic beer,14. CHNIII,Different clade
CFF,BAN,0.1156746385170136,7. Mosaic beer,20. CHN V,Different clade
CFF,BAP,0.11861568793535654,7. Mosaic beer,20. CHN V,Different clade
CFF,BBQ,0.1255123643076684,7. Mosaic beer,4. Mediterranean oak,Different clade
CFF,BCK,0.1127851920462822,7. Mosaic beer,10. French Guiana human,Different clade
CFF,BDB,0.09360382400231093,7. Mosaic beer,M2. Mosaic region 2,Different clade
CFF,BDP,0.06950035030475234,7. Mosaic beer,10. French Guiana human,Different clade
CFF,BEF,0.0932801799845166,7. Mosaic beer,26. Asian fermentation,Different clade
CFF,BFH,0.09007154670217081,7. Mosaic beer,5. French dairy,Different clade
CFF,BFP,0.11428875752679776,7. Mosaic beer,4. Mediterranean oak,Different clade
CFF,BGD,0.03500543574271713,7. Mosaic beer,5. French dairy,Different clade
CFF,BGF,0.06365580869166465,7. Mosaic beer,5. French dairy,Different clade
CFF,BHG,0.0601159240057675,7. Mosaic beer,M2. Mosaic region 2,Different clade
CFF,BHK,0.06778493932505741,7. Mosaic beer,M1. Mosaic region 1,Different clade
CFF,BHM,0.074471253715546,7. Mosaic beer,M1. Mosaic region 1,Different clade
CFF,BHQ,0.1389930363866919,7. Mosaic beer,26. Asian fermentation,Different clade
CFF,BMA,0.09928112352528769,7. Mosaic beer,19. Malaysian,Different clade
CFF,BMB,0.09625613814084213,7. Mosaic beer,19. Malaysian,Different clade
CFF,BMC,0.06678468865077752,7. Mosaic beer,19. Malaysian,Different clade
CFF,BNC,0.10864560877086057,7. Mosaic beer,10. French Guiana human,Different clade
CFF,BNV,0.08664867970521249,7. Mosaic beer,1. Wine/European,Different clade
CFF,BQM,0.0973479659507499,7. Mosaic beer,1. Wine/European,Different clade
CFF,BVG,0.09633770186875629,7. Mosaic beer,3. Brazilian bioethanol,Different clade
CFF,CAE,0.12238838160740538,7. Mosaic beer,1. Wine/European,Different clade
CFF,CBN,0.0801589172677885,7. Mosaic beer,7. Mosaic beer,Same clade
CFF,CCD,0.124606280511045,7. Mosaic beer,21. Ecuadorean,Different clade
CFF,CCG,0.10777257855576065,7. Mosaic beer,21. Ecuadorean,Different clade
CFF,CCN,0.09634982104088766,7. Mosaic beer,18. Far East Asia,Different clade
CFF,CCQ,0.14073577643061608,7. Mosaic beer,18. Far East Asia,Different clade
CFF,CCR,0.15188233754964028,7. Mosaic beer,18. Far East Asia,Different clade
CFF,CCS,0.14616571589522148,7. Mosaic beer,18. Far East Asia,Different clade
CFF,CCV,0.12879428630198958,7. Mosaic beer,24. Asian islands,Different clade
CFF,CDE,0.14933339456165337,7. Mosaic beer,M3. Mosaic region 3,Different clade
CFF,CDL,0.1437086962170267,7. Mosaic beer,18. Far East Asia,Different clade
CFF,CDT,0.08297438209816739,7. Mosaic beer,2. Alpechin,Different clade
CFF,CEG,0.10381911253384722,7. Mosaic beer,17. Taiwanese,Different clade
CFF,CGL,0.12836779679994653,7. Mosaic beer,26. Asian fermentation,Different clade
CFF,CGN,0.1151429593237087,7. Mosaic beer,26. Asian fermentation,Different clade
CFF,CGS,0.13427377126449827,7. Mosaic beer,1. Wine/European,Different clade
CFF,CLB,0.10419549772132737,7. Mosaic beer,4. Mediterranean oak,Different clade
CFF,CLI,0.0973517689285611,7. Mosaic beer,25. Sake,Different clade
CFF,CLN,0.07609864067595683,7. Mosaic beer,25. Sake,Different clade
CFF,CLP,0.10712259735178528,7. Mosaic beer,25. Sake,Different clade
CFF,CMI,0.06999951021583255,7. Mosaic beer,25. Sake,Different clade
CFF,CPI,0.10274039574662924,7. Mosaic beer,9. Mexican agave,Different clade
CFF,CPK,0.11131320549455476,7. Mosaic beer,9. Mexican agave,Different clade
CFF,CPN,0.11664105686703716,7. Mosaic beer,9. Mexican agave,Different clade
CFF,CQD,0.15623290156820557,7. Mosaic beer,12. West African cocoa,Different clade
CFF,CQF,0.1566659726291622,7. Mosaic beer,12. West African cocoa,Different clade
CFF,SACE_YCE,0.040814742511187496,7. Mosaic beer,M3. Mosaic region 3,Different clade
CFF,SACE_YCK,0.041061234372649795,7. Mosaic beer,26. Asian fermentation,Different clade
CFF,SACE_YCM,0.0750191623887483,7. Mosaic beer,24. Asian islands,Different clade
CFF,SACE_YCR,0.12634948390148226,7. Mosaic beer,18. Far East Asia,Different clade
CFF,SACE_YCU,0.10156434118104268,7. Mosaic beer,23. North American oak,Different clade
CGL,AFE,0.05137830386734966,26. Asian fermentation,8. Mixed origin,Different clade
CGL,AKH,0.09079162938665454,26. Asian fermentation,13. African palm wine,Different clade
CGL,AKI,0.025643930032947026,26. Asian fermentation,M3. Mosaic region 3,Different clade
CGL,AKM,0.07944921559789439,26. Asian fermentation,19. Malaysian,Different clade
CGL,AMP,0.1105154181657867,26. Asian fermentation,M1. Mosaic region 1,Different clade
CGL,ANG,0.11655063119991584,26. Asian fermentation,23. North American oak,Different clade
CGL,ANN,0.14518063395584865,26. Asian fermentation,12. West African cocoa,Different clade
CGL,ATS,0.1065938869242057,26. Asian fermentation,8. Mixed origin,Different clade
CGL,BAF,0.08064483362578055,26. Asian fermentation,13. African palm wine,Different clade
CGL,BAG,0.0850511142595561,26. Asian fermentation,15. CHNII,Different clade
CGL,BAI,0.13045364410902302,26. Asian fermentation,18. Far East Asia,Different clade
CGL,BAK,0.10873958685392154,26. Asian fermentation,18. Far East Asia,Different clade
CGL,BAL,0.12100409238650452,26. Asian fermentation,16. CHNI,Different clade
CGL,BAM,0.08335851796482185,26. Asian fermentation,14. CHNIII,Different clade
CGL,BAN,0.0740170689480014,26. Asian fermentation,20. CHN V,Different clade
CGL,BAP,0.08474933246207703,26. Asian fermentation,20. CHN V,Different clade
CGL,BBQ,0.11957453100924073,26. Asian fermentation,4. Mediterranean oak,Different clade
CGL,BCK,0.08124439079480301,26. Asian fermentation,10. French Guiana human,Different clade
CGL,BDB,0.055017581401550934,26. Asian fermentation,M2. Mosaic region 2,Different clade
CGL,BDP,0.06264107803068387,26. Asian fermentation,10. French Guiana human,Different clade
CGL,BEF,0.11063002752464501,26. Asian fermentation,26. Asian fermentation,Same clade
CGL,BFH,0.06978524420238458,26. Asian fermentation,5. French dairy,Different clade
CGL,BFP,0.07648964260270052,26. Asian fermentation,4. Mediterranean oak,Different clade
CGL,BGD,0.05676993774861979,26. Asian fermentation,5. French dairy,Different clade
CGL,BGF,0.0710198457390672,26. Asian fermentation,5. French dairy,Different clade
CGL,BHG,0.06880342164794293,26. Asian fermentation,M2. Mosaic region 2,Different clade
CGL,BHK,0.05791094342282907,26. Asian fermentation,M1. Mosaic region 1,Different clade
CGL,BHM,0.051726777166545244,26. Asian fermentation,M1. Mosaic region 1,Different clade
CGL,BHQ,0.1259773295443095,26. Asian fermentation,26. Asian fermentation,Same clade
CGL,BMA,0.11067520089762767,26. Asian fermentation,19. Malaysian,Different clade
CGL,BMB,0.10407342213338343,26. Asian fermentation,19. Malaysian,Different clade
CGL,BMC,0.06278448479473817,26. Asian fermentation,19. Malaysian,Different clade
CGL,BNC,0.06962236831534978,26. Asian fermentation,10. French Guiana human,Different clade
CGL,BNV,0.07235607795979405,26. Asian fermentation,1. Wine/European,Different clade
CGL,BQM,0.11915438619994932,26. Asian fermentation,1. Wine/European,Different clade
CGL,BVG,0.06700925319482474,26. Asian fermentation,3. Brazilian bioethanol,Different clade
CGL,CAE,0.06882398132384855,26. Asian fermentation,1. Wine/European,Different clade
CGL,CBN,0.0671704543115663,26. Asian fermentation,7. Mosaic beer,Different clade
CGL,CCD,0.04912057977016771,26. Asian fermentation,21. Ecuadorean,Different clade
CGL,CCG,0.0877366509064331,26. Asian fermentation,21. Ecuadorean,Different clade
CGL,CCN,0.11600737174208832,26. Asian fermentation,18. Far East Asia,Different clade
CGL,CCQ,0.12632612132622684,26. Asian fermentation,18. Far East Asia,Different clade
CGL,CCR,0.13297400632794257,26. Asian fermentation,18. Far East Asia,Different clade
CGL,CCS,0.13087873690964935,26. Asian fermentation,18. Far East Asia,Different clade
CGL,CCV,0.12032006284504684,26. Asian fermentation,24. Asian islands,Different clade
CGL,CDE,0.12916398411808472,26. Asian fermentation,M3. Mosaic region 3,Different clade
CGL,CDL,0.1103908753115739,26. Asian fermentation,18. Far East Asia,Different clade
CGL,CDT,0.06657561195504938,26. Asian fermentation,2. Alpechin,Different clade
CGL,CEG,0.0927253670090413,26. Asian fermentation,17. Taiwanese,Different clade
CGL,CFF,0.12836779679994653,26. Asian fermentation,7. Mosaic beer,Different clade
CGL,CGN,0.14946639836278663,26. Asian fermentation,26. Asian fermentation,Same clade
CGL,CGS,0.11862887669366123,26. Asian fermentation,1. Wine/European,Different clade
CGL,CLB,0.12243647491292814,26. Asian fermentation,4. Mediterranean oak,Different clade
CGL,CLI,0.15580712950010656,26. Asian fermentation,25. Sake,Different clade
CGL,CLN,0.08174294159809892,26. Asian fermentation,25. Sake,Different clade
CGL,CLP,0.12234312246551095,26. Asian fermentation,25. Sake,Different clade
CGL,CMI,0.09950984243273717,26. Asian fermentation,25. Sake,Different clade
CGL,CPI,0.10430472607481805,26. Asian fermentation,9. Mexican agave,Different clade
CGL,CPK,0.12727433912670746,26. Asian fermentation,9. Mexican agave,Different clade
CGL,CPN,0.1228276997413398,26. Asian fermentation,9. Mexican agave,Different clade
CGL,CQD,0.13648376042632612,26. Asian fermentation,12. West African cocoa,Different clade
CGL,CQF,0.13949983716596775,26. Asian fermentation,12. West African cocoa,Different clade
CGL,SACE_YCE,0.04726060542857728,26. Asian fermentation,M3. Mosaic region 3,Different clade
CGL,SACE_YCK,0.06354288573313659,26. Asian fermentation,26. Asian fermentation,Same clade
CGL,SACE_YCM,0.08329134337755331,26. Asian fermentation,24. Asian islands,Different clade
CGL,SACE_YCR,0.09705269413452376,26. Asian fermentation,18. Far East Asia,Different clade
CGL,SACE_YCU,0.06750407530879203,26. Asian fermentation,23. North American oak,Different clade
CGN,AFE,0.01878537836700331,26. Asian fermentation,8. Mixed origin,Different clade
CGN,AKH,0.11748050615734588,26. Asian fermentation,13. African palm wine,Different clade
CGN,AKI,0.06145677895433994,26. Asian fermentation,M3. Mosaic region 3,Different clade
CGN,AKM,0.12078407018837814,26. Asian fermentation,19. Malaysian,Different clade
CGN,AMP,0.13550551681236075,26. Asian fermentation,M1. Mosaic region 1,Different clade
CGN,ANG,0.12071577938305021,26. Asian fermentation,23. North American oak,Different clade
CGN,ANN,0.16655682707323471,26. Asian fermentation,12. West African cocoa,Different clade
CGN,ATS,0.09937255819597085,26. Asian fermentation,8. Mixed origin,Different clade
CGN,BAF,0.12113174343087654,26. Asian fermentation,13. African palm wine,Different clade
CGN,BAG,0.11398101965976933,26. Asian fermentation,15. CHNII,Different clade
CGN,BAI,0.1425050216586643,26. Asian fermentation,18. Far East Asia,Different clade
CGN,BAK,0.1690425712864924,26. Asian fermentation,18. Far East Asia,Different clade
CGN,BAL,0.14406514875786272,26. Asian fermentation,16. CHNI,Different clade
CGN,BAM,0.11673043492751944,26. Asian fermentation,14. CHNIII,Different clade
CGN,BAN,0.11594290046034145,26. Asian fermentation,20. CHN V,Different clade
CGN,BAP,0.10464540791328404,26. Asian fermentation,20. CHN V,Different clade
CGN,BBQ,0.12722760387453894,26. Asian fermentation,4. Mediterranean oak,Different clade
CGN,BCK,0.14507317005302714,26. Asian fermentation,10. French Guiana human,Different clade
CGN,BDB,0.06325172935675748,26. Asian fermentation,M2. Mosaic region 2,Different clade
CGN,BDP,0.09211051985708264,26. Asian fermentation,10. French Guiana human,Different clade
CGN,BEF,0.13732989331445122,26. Asian fermentation,26. Asian fermentation,Same clade
CGN,BFH,0.10825520055353477,26. Asian fermentation,5. French dairy,Different clade
CGN,BFP,0.09652308550254915,26. Asian fermentation,4. Mediterranean oak,Different clade
CGN,BGD,0.06655580786422521,26. Asian fermentation,5. French dairy,Different clade
CGN,BGF,0.05583034524228965,26. Asian fermentation,5. French dairy,Different clade
CGN,BHG,0.10132963864389961,26. Asian fermentation,M2. Mosaic region 2,Different clade
CGN,BHK,0.0789723408362511,26. Asian fermentation,M1. Mosaic region 1,Different clade
CGN,BHM,0.05930331139797709,26. Asian fermentation,M1. Mosaic region 1,Different clade
CGN,BHQ,0.2005731546890788,26. Asian fermentation,26. Asian fermentation,Same clade
CGN,BMA,0.14144355879225076,26. Asian fermentation,19. Malaysian,Different clade
CGN,BMB,0.13973937898690023,26. Asian fermentation,19. Malaysian,Different clade
CGN,BMC,0.10585408893763554,26. Asian fermentation,19. Malaysian,Different clade
CGN,BNC,0.10531833802230231,26. Asian fermentation,10. French Guiana human,Different clade
CGN,BNV,0.09294355005896966,26. Asian fermentation,1. Wine/European,Different clade
CGN,BQM,0.08996454895769002,26. Asian fermentation,1. Wine/European,Different clade
CGN,BVG,0.09389091229975591,26. Asian fermentation,3. Brazilian bioethanol,Different clade
CGN,CAE,0.05874354376230749,26. Asian fermentation,1. Wine/European,Different clade
CGN,CBN,0.10324587232607742,26. Asian fermentation,7. Mosaic beer,Different clade
CGN,CCD,0.12919506748446355,26. Asian fermentation,21. Ecuadorean,Different clade
CGN,CCG,0.13586360624332683,26. Asian fermentation,21. Ecuadorean,Different clade
CGN,CCN,0.12349976160667168,26. Asian fermentation,18. Far East Asia,Different clade
CGN,CCQ,0.14085617570776807,26. Asian fermentation,18. Far East Asia,Different clade
CGN,CCR,0.1500389324327749,26. Asian fermentation,18. Far East Asia,Different clade
CGN,CCS,0.12310838029868605,26. Asian fermentation,18. Far East Asia,Different clade
CGN,CCV,0.1255077744450913,26. Asian fermentation,24. Asian islands,Different clade
CGN,CDE,0.12710612758705625,26. Asian fermentation,M3. Mosaic region 3,Different clade
CGN,CDL,0.14657224637124966,26. Asian fermentation,18. Far East Asia,Different clade
CGN,CDT,0.0929095755579684,26. Asian fermentation,2. Alpechin,Different clade
CGN,CEG,0.10484216107584522,26. Asian fermentation,17. Taiwanese,Different clade
CGN,CFF,0.1151429593237087,26. Asian fermentation,7. Mosaic beer,Different clade
CGN,CGL,0.14946639836278663,26. Asian fermentation,26. Asian fermentation,Same clade
CGN,CGS,0.15529788490141846,26. Asian fermentation,1. Wine/European,Different clade
CGN,CLB,0.12514147955194205,26. Asian fermentation,4. Mediterranean oak,Different clade
CGN,CLI,0.16064548134725615,26. Asian fermentation,25. Sake,Different clade
CGN,CLN,0.13724472538535362,26. Asian fermentation,25. Sake,Different clade
CGN,CLP,0.1251891432046391,26. Asian fermentation,25. Sake,Different clade
CGN,CMI,0.13238744478419162,26. Asian fermentation,25. Sake,Different clade
CGN,CPI,0.13115690663376586,26. Asian fermentation,9. Mexican agave,Different clade
CGN,CPK,0.1386521160093292,26. Asian fermentation,9. Mexican agave,Different clade
CGN,CPN,0.11745856489032787,26. Asian fermentation,9. Mexican agave,Different clade
CGN,CQD,0.15488212340297575,26. Asian fermentation,12. West African cocoa,Different clade
CGN,CQF,0.14672254091594286,26. Asian fermentation,12. West African cocoa,Different clade
CGN,SACE_YCE,0.06881851619180218,26. Asian fermentation,M3. Mosaic region 3,Different clade
CGN,SACE_YCK,0.06400370586466314,26. Asian fermentation,26. Asian fermentation,Same clade
CGN,SACE_YCM,0.06716832842994758,26. Asian fermentation,24. Asian islands,Different clade
CGN,SACE_YCR,0.1285617660388994,26. Asian fermentation,18. Far East Asia,Different clade
CGN,SACE_YCU,0.10525709561132943,26. Asian fermentation,23. North American oak,Different clade
CGS,AFE,0.009141043278367572,1. Wine/European,8. Mixed origin,Different clade
CGS,AKH,0.10833858879051486,1. Wine/European,13. African palm wine,Different clade
CGS,AKI,0.04153781459017975,1. Wine/European,M3. Mosaic region 3,Different clade
CGS,AKM,0.07529610586000116,1. Wine/European,19. Malaysian,Different clade
CGS,AMP,0.12353750992524724,1. Wine/European,M1. Mosaic region 1,Different clade
CGS,ANG,0.12883436951593685,1. Wine/European,23. North American oak,Different clade
CGS,ANN,0.14592178942427114,1. Wine/European,12. West African cocoa,Different clade
CGS,ATS,0.1081676325988958,1. Wine/European,8. Mixed origin,Different clade
CGS,BAF,0.08216386460727032,1. Wine/European,13. African palm wine,Different clade
CGS,BAG,0.0821762170292988,1. Wine/European,15. CHNII,Different clade
CGS,BAI,0.10012208474776561,1. Wine/European,18. Far East Asia,Different clade
CGS,BAK,0.10669501717828087,1. Wine/European,18. Far East Asia,Different clade
CGS,BAL,0.09388338416699127,1. Wine/European,16. CHNI,Different clade
CGS,BAM,0.09435701867168747,1. Wine/European,14. CHNIII,Different clade
CGS,BAN,0.07032890052695348,1. Wine/European,20. CHN V,Different clade
CGS,BAP,0.11363940335604582,1. Wine/European,20. CHN V,Different clade
CGS,BBQ,0.1389828620373643,1. Wine/European,4. Mediterranean oak,Different clade
CGS,BCK,0.13846942679386134,1. Wine/European,10. French Guiana human,Different clade
CGS,BDB,0.10439921340302809,1. Wine/European,M2. Mosaic region 2,Different clade
CGS,BDP,0.0926866513065446,1. Wine/European,10. French Guiana human,Different clade
CGS,BEF,0.1189814420392063,1. Wine/European,26. Asian fermentation,Different clade
CGS,BFH,0.07226192530718242,1. Wine/European,5. French dairy,Different clade
CGS,BFP,0.1117209416031141,1. Wine/European,4. Mediterranean oak,Different clade
CGS,BGD,0.04898389820403277,1. Wine/European,5. French dairy,Different clade
CGS,BGF,0.039960773727387856,1. Wine/European,5. French dairy,Different clade
CGS,BHG,0.10207692713377366,1. Wine/European,M2. Mosaic region 2,Different clade
CGS,BHK,0.09666118461775923,1. Wine/European,M1. Mosaic region 1,Different clade
CGS,BHM,0.07170508661943446,1. Wine/European,M1. Mosaic region 1,Different clade
CGS,BHQ,0.13013928419817614,1. Wine/European,26. Asian fermentation,Different clade
CGS,BMA,0.08516083408374221,1. Wine/European,19. Malaysian,Different clade
CGS,BMB,0.09777951868215849,1. Wine/European,19. Malaysian,Different clade
CGS,BMC,0.03615002265153555,1. Wine/European,19. Malaysian,Different clade
CGS,BNC,0.0638502980604858,1. Wine/European,10. French Guiana human,Different clade
CGS,BNV,0.10167289389050108,1. Wine/European,1. Wine/European,Same clade
CGS,BQM,0.12015112302058484,1. Wine/European,1. Wine/European,Same clade
CGS,BVG,0.11637675105020534,1. Wine/European,3. Brazilian bioethanol,Different clade
CGS,CAE,0.1473941293884434,1. Wine/European,1. Wine/European,Same clade
CGS,CBN,0.07589480479586237,1. Wine/European,7. Mosaic beer,Different clade
CGS,CCD,0.09080185108273404,1. Wine/European,21. Ecuadorean,Different clade
CGS,CCG,0.08499305683423769,1. Wine/European,21. Ecuadorean,Different clade
CGS,CCN,0.10339919650384266,1. Wine/European,18. Far East Asia,Different clade
CGS,CCQ,0.12163979691025943,1. Wine/European,18. Far East Asia,Different clade
CGS,CCR,0.12537982131813571,1. Wine/European,18. Far East Asia,Different clade
CGS,CCS,0.09342243327988536,1. Wine/European,18. Far East Asia,Different clade
CGS,CCV,0.13080662062348178,1. Wine/European,24. Asian islands,Different clade
CGS,CDE,0.07087697839248097,1. Wine/European,M3. Mosaic region 3,Different clade
CGS,CDL,0.11926284252202123,1. Wine/European,18. Far East Asia,Different clade
CGS,CDT,0.088008063272891,1. Wine/European,2. Alpechin,Different clade
CGS,CEG,0.04844316582841454,1. Wine/European,17. Taiwanese,Different clade
CGS,CFF,0.13427377126449827,1. Wine/European,7. Mosaic beer,Different clade
CGS,CGL,0.11862887669366123,1. Wine/European,26. Asian fermentation,Different clade
CGS,CGN,0.15529788490141846,1. Wine/European,26. Asian fermentation,Different clade
CGS,CLB,0.11217152452424259,1. Wine/European,4. Mediterranean oak,Different clade
CGS,CLI,0.14880562829785465,1. Wine/European,25. Sake,Different clade
CGS,CLN,0.05125129674155941,1. Wine/European,25. Sake,Different clade
CGS,CLP,0.09766588201743655,1. Wine/European,25. Sake,Different clade
CGS,CMI,0.0795354113034509,1. Wine/European,25. Sake,Different clade
CGS,CPI,0.11898054047424092,1. Wine/European,9. Mexican agave,Different clade
CGS,CPK,0.10100708082014674,1. Wine/European,9. Mexican agave,Different clade
CGS,CPN,0.11762516012496713,1. Wine/European,9. Mexican agave,Different clade
CGS,CQD,0.13614812501548224,1. Wine/European,12. West African cocoa,Different clade
CGS,CQF,0.15148555920757434,1. Wine/European,12. West African cocoa,Different clade
CGS,SACE_YCE,0.06435605493857958,1. Wine/European,M3. Mosaic region 3,Different clade
CGS,SACE_YCK,0.058353359494572626,1. Wine/European,26. Asian fermentation,Different clade
CGS,SACE_YCM,0.06652339846207943,1. Wine/European,24. Asian islands,Different clade
CGS,SACE_YCR,0.12838723576912434,1. Wine/European,18. Far East Asia,Different clade
CGS,SACE_YCU,0.07282556324222414,1. Wine/European,23. North American oak,Different clade
CLB,AFE,0.03910455257700959,4. Mediterranean oak,8. Mixed origin,Different clade
CLB,AKH,0.08265469182263147,4. Mediterranean oak,13. African palm wine,Different clade
CLB,AKI,0.04986423590435697,4. Mediterranean oak,M3. Mosaic region 3,Different clade
CLB,AKM,0.0841791104991133,4. Mediterranean oak,19. Malaysian,Different clade
CLB,AMP,0.07599100363089487,4. Mediterranean oak,M1. Mosaic region 1,Different clade
CLB,ANG,0.15950129814201872,4. Mediterranean oak,23. North American oak,Different clade
CLB,ANN,0.15118279565990791,4. Mediterranean oak,12. West African cocoa,Different clade
CLB,ATS,0.040213882708656355,4. Mediterranean oak,8. Mixed origin,Different clade
CLB,BAF,0.06555522700993052,4. Mediterranean oak,13. African palm wine,Different clade
CLB,BAG,0.11434209061931681,4. Mediterranean oak,15. CHNII,Different clade
CLB,BAI,0.14663771981081294,4. Mediterranean oak,18. Far East Asia,Different clade
CLB,BAK,0.16460375809298897,4. Mediterranean oak,18. Far East Asia,Different clade
CLB,BAL,0.15003939263249388,4. Mediterranean oak,16. CHNI,Different clade
CLB,BAM,0.104497606967708,4. Mediterranean oak,14. CHNIII,Different clade
CLB,BAN,0.14734969980605062,4. Mediterranean oak,20. CHN V,Different clade
CLB,BAP,0.11921194938048144,4. Mediterranean oak,20. CHN V,Different clade
CLB,BBQ,0.12525462696592643,4. Mediterranean oak,4. Mediterranean oak,Same clade
CLB,BCK,0.09640496488629755,4. Mediterranean oak,10. French Guiana human,Different clade
CLB,BDB,0.1093165707377101,4. Mediterranean oak,M2. Mosaic region 2,Different clade
CLB,BDP,0.06538635061948454,4. Mediterranean oak,10. French Guiana human,Different clade
CLB,BEF,0.06989998592874062,4. Mediterranean oak,26. Asian fermentation,Different clade
CLB,BFH,0.08291174464754762,4. Mediterranean oak,5. French dairy,Different clade
CLB,BFP,0.1379901092258988,4. Mediterranean oak,4. Mediterranean oak,Same clade
CLB,BGD,0.0654073166413865,4. Mediterranean oak,5. French dairy,Different clade
CLB,BGF,0.08554253839178148,4. Mediterranean oak,5. French dairy,Different clade
CLB,BHG,0.09948126805847109,4. Mediterranean oak,M2. Mosaic region 2,Different clade
CLB,BHK,0.07328300049799956,4. Mediterranean oak,M1. Mosaic region 1,Different clade
CLB,BHM,0.02696447924345015,4. Mediterranean oak,M1. Mosaic region 1,Different clade
CLB,BHQ,0.09722203824554093,4. Mediterranean oak,26. Asian fermentation,Different clade
CLB,BMA,0.10928080212962328,4. Mediterranean oak,19. Malaysian,Different clade
CLB,BMB,0.11917806542126745,4. Mediterranean oak,19. Malaysian,Different clade
CLB,BMC,0.05506721512741618,4. Mediterranean oak,19. Malaysian,Different clade
CLB,BNC,0.06875828278865667,4. Mediterranean oak,10. French Guiana human,Different clade
CLB,BNV,0.11962177693431598,4. Mediterranean oak,1. Wine/European,Different clade
CLB,BQM,0.10255853223597128,4. Mediterranean oak,1. Wine/European,Different clade
CLB,BVG,0.08745429111463672,4. Mediterranean oak,3. Brazilian bioethanol,Different clade
CLB,CAE,0.14067666066480541,4. Mediterranean oak,1. Wine/European,Different clade
CLB,CBN,0.05772667132791531,4. Mediterranean oak,7. Mosaic beer,Different clade
CLB,CCD,0.11580804702375097,4. Mediterranean oak,21. Ecuadorean,Different clade
CLB,CCG,0.10275847465490677,4. Mediterranean oak,21. Ecuadorean,Different clade
CLB,CCN,0.12641457334933465,4. Mediterranean oak,18. Far East Asia,Different clade
CLB,CCQ,0.18061801712181572,4. Mediterranean oak,18. Far East Asia,Different clade
CLB,CCR,0.20278107768803577,4. Mediterranean oak,18. Far East Asia,Different clade
CLB,CCS,0.18954985818713865,4. Mediterranean oak,18. Far East Asia,Different clade
CLB,CCV,0.12795200731034648,4. Mediterranean oak,24. Asian islands,Different clade
CLB,CDE,0.12407890633599282,4. Mediterranean oak,M3. Mosaic region 3,Different clade
CLB,CDL,0.16941935110655715,4. Mediterranean oak,18. Far East Asia,Different clade
CLB,CDT,0.08334883238562198,4. Mediterranean oak,2. Alpechin,Different clade
