"gene","strain","value","stat"
"YGR113W","SACE_YCR",0.221874442315642,"amp"
"YGR113W","SACE_YCU",0.096541966083308,"amp"
"YHR061C","AAP",0.0608661779454115,"amp"
"YHR061C","AFE",0.179297715051374,"amp"
"YHR061C","AKH",0.0642955760045069,"amp"
"YHR061C","AKI",0.130952729016412,"amp"
"YHR061C","AKM",0.0646585943696086,"amp"
"YHR061C","AMP",0.110984527366636,"amp"
"YHR061C","ANG",0.0794712825289698,"amp"
"YHR061C","ANN",0.0739789862671632,"amp"
"YHR061C","APQ",0.336559504388415,"amp"
"YHR061C","ATS",0.0374029161261347,"amp"
"YHR061C","BAF",0.120687130167019,"amp"
"YHR061C","BAG",0.0974041208223962,"amp"
"YHR061C","BAI",0.0794076526051828,"amp"
"YHR061C","BAK",0.0440420221450212,"amp"
"YHR061C","BAL",0.103756801795482,"amp"
"YHR061C","BAM",0.0711495764251682,"amp"
"YHR061C","BAN",0.0817274467625079,"amp"
"YHR061C","BAP",0.0708864495947611,"amp"
"YHR061C","BBQ",0.0198273069682051,"amp"
"YHR061C","BCK",0.0729072788674893,"amp"
"YHR061C","BDB",0.0593707688285248,"amp"
"YHR061C","BDL",0.354886024499484,"amp"
"YHR061C","BDP",0.076351842920095,"amp"
"YHR061C","BEF",0.092797076744783,"amp"
"YHR061C","BFH",0.0409258050740788,"amp"
"YHR061C","BFP",0.0782178370741368,"amp"
"YHR061C","BGD",0.203373694255882,"amp"
"YHR061C","BGF",0.0929134694055082,"amp"
"YHR061C","BHG",0.102701430212306,"amp"
"YHR061C","BHK",0.101216888272476,"amp"
"YHR061C","BHM",0.248943672182932,"amp"
"YHR061C","BHQ",0.0405243708658709,"amp"
"YHR061C","BMA",0.040473568396996,"amp"
"YHR061C","BMB",0.0743807242574908,"amp"
"YHR061C","BMC",0.0877122672119766,"amp"
"YHR061C","BNC",0.0558439899767725,"amp"
"YHR061C","BNV",0.0709130769265997,"amp"
"YHR061C","BQM",0.076143752894766,"amp"
"YHR061C","BRK",0.118873937290203,"amp"
"YHR061C","BVG",0.041635253654491,"amp"
"YHR061C","CAE",0.0486114723701426,"amp"
"YHR061C","CBN",0.0727364576743599,"amp"
"YHR061C","CCD",0.0662668164005095,"amp"
"YHR061C","CCG",0.140019661284748,"amp"
"YHR061C","CCN",0.116299824017622,"amp"
"YHR061C","CCQ",0.0722991485868394,"amp"
"YHR061C","CCR",0.070720138387443,"amp"
"YHR061C","CCS",0.0407556354610757,"amp"
"YHR061C","CCV",0.0458272816985343,"amp"
"YHR061C","CDE",0.0570657660740151,"amp"
"YHR061C","CDH",0.235730578202323,"amp"
"YHR061C","CDL",0.0940946312523225,"amp"
"YHR061C","CDT",0.0994561827439178,"amp"
"YHR061C","CEG",0.105585836067509,"amp"
"YHR061C","CFF",0.0256147714184051,"amp"
"YHR061C","CGL",0.0519561568806597,"amp"
"YHR061C","CGN",0.113048338906075,"amp"
"YHR061C","CGS",0.0470785003147712,"amp"
"YHR061C","CLB",0.0585138574214852,"amp"
"YHR061C","CLI",0.0782377053286426,"amp"
"YHR061C","CLN",0.0877575550022753,"amp"
"YHR061C","CLP",0.123447158340317,"amp"
"YHR061C","CMI",0.0324163314988038,"amp"
"YHR061C","CNH",0.118124780178093,"amp"
"YHR061C","CPI",0.0475161494682194,"amp"
"YHR061C","CPK",0.0411565654756278,"amp"
"YHR061C","CPN",0.0639975607497769,"amp"
"YHR061C","CQD",0.0258355619845202,"amp"
"YHR061C","CQF",0.0391012786662245,"amp"
"YHR061C","SACE_YCE",0.116839706280748,"amp"
"YHR061C","SACE_YCK",NA,"amp"
"YHR061C","SACE_YCM",0.117726812533803,"amp"
"YHR061C","SACE_YCR",0.0592318749097337,"amp"
"YHR061C","SACE_YCU",0.0392968389556937,"amp"
"YDR261C","AAP",0.485725843175657,"amp"
"YDR261C","AFE",0.589324464499634,"amp"
"YDR261C","AKH",0.236407617251903,"amp"
"YDR261C","AKI",0.254554888418274,"amp"
"YDR261C","AKM",0.200784297035016,"amp"
"YDR261C","AMP",0.177538470202535,"amp"
"YDR261C","ANG",0.123540369994905,"amp"
"YDR261C","ANN",0.194797846321874,"amp"
"YDR261C","APQ",2.17602752437976,"amp"
"YDR261C","ATS",0.168636617681706,"amp"
"YDR261C","BAF",0.134487934697932,"amp"
"YDR261C","BAG",0.166025359460302,"amp"
"YDR261C","BAI",0.19282304313156,"amp"
"YDR261C","BAK",0.142430236459878,"amp"
"YDR261C","BAL",0.169480723147904,"amp"
"YDR261C","BAM",0.243192195422458,"amp"
"YDR261C","BAN",0.2467765988503,"amp"
"YDR261C","BAP",0.282900848108321,"amp"
"YDR261C","BBQ",0.0935263728458145,"amp"
"YDR261C","BCK",0.197102520459861,"amp"
"YDR261C","BDB",0.245931476484393,"amp"
"YDR261C","BDL",0.303148473041609,"amp"
"YDR261C","BDP",0.243603395545436,"amp"
"YDR261C","BEF",0.100641410717742,"amp"
"YDR261C","BFH",0.0579185451867787,"amp"
"YDR261C","BFP",0.200569234763514,"amp"
"YDR261C","BGD",0.185230754937683,"amp"
"YDR261C","BGF",0.0848968563621848,"amp"
"YDR261C","BHG",0.181450355225513,"amp"
"YDR261C","BHK",0.304139100005971,"amp"
"YDR261C","BHM",0.406323397156583,"amp"
"YDR261C","BHQ",0.223131118956776,"amp"
"YDR261C","BMA",0.112601308402752,"amp"
"YDR261C","BMB",0.21977716158009,"amp"
"YDR261C","BMC",0.0419286094346384,"amp"
"YDR261C","BNC",0.230985696735543,"amp"
"YDR261C","BNV",0.186127437273845,"amp"
"YDR261C","BQM",0.289556934673723,"amp"
"YDR261C","BRK",0.0749467432845791,"amp"
"YDR261C","BVG",0.134600477582915,"amp"
"YDR261C","CAE",0.140923763578102,"amp"
"YDR261C","CBN",0.225594436730536,"amp"
"YDR261C","CCD",0.132491908847567,"amp"
"YDR261C","CCG",0.230629211916876,"amp"
"YDR261C","CCN",0.284721383182017,"amp"
"YDR261C","CCQ",0.132576084609883,"amp"
"YDR261C","CCR",0.136004180287281,"amp"
"YDR261C","CCS",0.098148456983008,"amp"
"YDR261C","CCV",0.187551935505348,"amp"
"YDR261C","CDE",0.189704676876108,"amp"
"YDR261C","CDH",0.346754739167618,"amp"
"YDR261C","CDL",0.216466530756291,"amp"
"YDR261C","CDT",0.0768635374483286,"amp"
"YDR261C","CEG",0.406952836132096,"amp"
"YDR261C","CFF",0.217305264850716,"amp"
"YDR261C","CGL",0.199256415985337,"amp"
"YDR261C","CGN",0.162016414309295,"amp"
"YDR261C","CGS",0.220327036864082,"amp"
"YDR261C","CLB",0.193812218383174,"amp"
"YDR261C","CLI",0.132905244525284,"amp"
"YDR261C","CLN",0.121968285064488,"amp"
"YDR261C","CLP",0.239963959786912,"amp"
"YDR261C","CMI",0.200900015889886,"amp"
"YDR261C","CNH",0.402744110790921,"amp"
"YDR261C","CPI",0.10335934488281,"amp"
"YDR261C","CPK",0.194468350234571,"amp"
"YDR261C","CPN",0.20607363220229,"amp"
"YDR261C","CQD",0.248107263984818,"amp"
"YDR261C","CQF",0.096771729671605,"amp"
"YDR261C","SACE_YCE",0.281629800087598,"amp"
"YDR261C","SACE_YCK",0.209734441110868,"amp"
"YDR261C","SACE_YCM",0.13634570937341,"amp"
"YDR261C","SACE_YCR",0.145025910912829,"amp"
"YDR261C","SACE_YCU",0.157936997670184,"amp"
"YER091C","AAP",1.01792521801209,"amp"
"YER091C","AFE",0.554459769290791,"amp"
"YER091C","AKH",0.537039445537523,"amp"
"YER091C","AKI",0.423995513133258,"amp"
"YER091C","AKM",0.507244805707512,"amp"
"YER091C","AMP",0.375661806918769,"amp"
"YER091C","ANG",0.270565422534036,"amp"
"YER091C","ANN",0.168337809312544,"amp"
"YER091C","APQ",1.76547830171319,"amp"
"YER091C","ATS",0.507459746945633,"amp"
"YER091C","BAF",0.599597786479424,"amp"
"YER091C","BAG",0.247211077942913,"amp"
"YER091C","BAI",0.173479189907783,"amp"
"YER091C","BAK",0.167150812149203,"amp"
"YER091C","BAL",0.227117399216519,"amp"
"YER091C","BAM",0.369466668714101,"amp"
"YER091C","BAN",0.134683262735578,"amp"
"YER091C","BAP",0.320643808828705,"amp"
"YER091C","BBQ",0.0784089640866217,"amp"
"YER091C","BCK",0.138298399453201,"amp"
"YER091C","BDB",0.336248441145271,"amp"
"YER091C","BDL",0.671818775711881,"amp"
"YER091C","BDP",0.026147445440182,"amp"
"YER091C","BEF",0.268410357755322,"amp"
"YER091C","BFH",0.410797184299281,"amp"
"YER091C","BFP",0.193389183416187,"amp"
"YER091C","BGD",0.61559984624692,"amp"
"YER091C","BGF",0.924375211724008,"amp"
"YER091C","BHG",0.333938672216445,"amp"
"YER091C","BHK",0.481666675569924,"amp"
"YER091C","BHM",0.400293362892196,"amp"
"YER091C","BHQ",0.113291110396926,"amp"
"YER091C","BMA",0.337758168009305,"amp"
"YER091C","BMB",0.55115901982056,"amp"
"YER091C","BMC",0.536859448790707,"amp"
"YER091C","BNC",0.154603892303815,"amp"
"YER091C","BNV",0.224726885315191,"amp"
"YER091C","BQM",0.243679913265088,"amp"
"YER091C","BRK",0.622150346044621,"amp"
"YER091C","BVG",0.289600148379246,"amp"
"YER091C","CAE",0.269485273837591,"amp"
"YER091C","CBN",0.155802045048978,"amp"
"YER091C","CCD",0.072382290984916,"amp"
"YER091C","CCG",0.156185748488608,"amp"
"YER091C","CCN",0.116434129244581,"amp"
"YER091C","CCQ",0.311236050966376,"amp"
"YER091C","CCR",0.246803643011101,"amp"
"YER091C","CCS",0.0799482252433253,"amp"
"YER091C","CCV",0.637094173568424,"amp"
"YER091C","CDE",0.0948272839368435,"amp"
"YER091C","CDH",0.563980305270898,"amp"
"YER091C","CDL",0.0823140942971999,"amp"
"YER091C","CDT",0.223029314277026,"amp"
"YER091C","CEG",0.521050255834403,"amp"
"YER091C","CFF",0.351375716371282,"amp"
"YER091C","CGL",0.266447435151943,"amp"
"YER091C","CGN",0.205267932946043,"amp"
"YER091C","CGS",0.178199333591977,"amp"
"YER091C","CLB",0.0491457312047545,"amp"
"YER091C","CLI",0.35528115778291,"amp"
"YER091C","CLN",0.380701514840661,"amp"
"YER091C","CLP",0.244435488065888,"amp"
"YER091C","CMI",0.277595844921039,"amp"
"YER091C","CNH",0.546878164348068,"amp"
"YER091C","CPI",0.153280667740793,"amp"
"YER091C","CPK",0.316388661806634,"amp"
"YER091C","CPN",0.508486307622527,"amp"
"YER091C","CQD",0.185665167518389,"amp"
"YER091C","CQF",0.145739842630926,"amp"
"YER091C","SACE_YCE",0.628825409562525,"amp"
"YER091C","SACE_YCK",0.595589650974564,"amp"
"YER091C","SACE_YCM",1.24259518960196,"amp"
"YER091C","SACE_YCR",0.138883885197307,"amp"
"YER091C","SACE_YCU",0.166007128374401,"amp"
"YPL250C","AAP",0.470728517490703,"amp"
"YPL250C","AFE",0.131459801451963,"amp"
"YPL250C","AKH",0.152674446777462,"amp"
"YPL250C","AKI",0.151893017408802,"amp"
"YPL250C","AKM",0.0794526202231707,"amp"
"YPL250C","AMP",0.184259317037303,"amp"
"YPL250C","ANG",0.0339531405106946,"amp"
"YPL250C","ANN",0.068799580163094,"amp"
"YPL250C","APQ",0.147704979100686,"amp"
"YPL250C","ATS",0.0926246520956907,"amp"
"YPL250C","BAF",0.0877026166460974,"amp"
"YPL250C","BAG",0.185204002817261,"amp"
"YPL250C","BAI",0.0590939588801947,"amp"
"YPL250C","BAK",0.0175903251759086,"amp"
"YPL250C","BAL",0.0466458977638592,"amp"
"YPL250C","BAM",0.0819093280660101,"amp"
"YPL250C","BAN",0.0748862274872052,"amp"
"YPL250C","BAP",0.140639541413647,"amp"
"YPL250C","BBQ",0.086223469172407,"amp"
"YPL250C","BCK",0.0467704154816301,"amp"
"YPL250C","BDB",0.116176491853316,"amp"
"YPL250C","BDL",0.138963369659469,"amp"
"YPL250C","BDP",0.0698721473510883,"amp"
"YPL250C","BEF",0.0673044211303186,"amp"
"YPL250C","BFH",0.18010934003234,"amp"
"YPL250C","BFP",0.0442966503992405,"amp"
"YPL250C","BGD",0.157845738923934,"amp"
"YPL250C","BGF",0.087097317176601,"amp"
"YPL250C","BHG",0.126427532124447,"amp"
"YPL250C","BHK",0.112177492671394,"amp"
"YPL250C","BHM",0.29389244629504,"amp"
"YPL250C","BHQ",0.0890849662824533,"amp"
"YPL250C","BMA",0.0490496965141245,"amp"
"YPL250C","BMB",0.0635347526563453,"amp"
"YPL250C","BMC",0.0971709978931122,"amp"
"YPL250C","BNC",0.101990602971615,"amp"
"YPL250C","BNV",0.0764375419971675,"amp"
"YPL250C","BQM",0.0741544102035193,"amp"
"YPL250C","BRK",0.225878031823429,"amp"
"YPL250C","BVG",0.0974824442300454,"amp"
"YPL250C","CAE",0.0184728309005376,"amp"
"YPL250C","CBN",0.166533454582003,"amp"
"YPL250C","CCD",0.105748372265375,"amp"
"YPL250C","CCG",0.0386961374412825,"amp"
"YPL250C","CCN",0.0197183438100989,"amp"
"YPL250C","CCQ",0.0274599246184055,"amp"
"YPL250C","CCR",0.0716929763858311,"amp"
"YPL250C","CCS",0.0621995466922954,"amp"
"YPL250C","CCV",0.0674759249518535,"amp"
"YPL250C","CDE",0.073369387897548,"amp"
"YPL250C","CDH",NA,"amp"
"YPL250C","CDL",0.0247912899087845,"amp"
"YPL250C","CDT",0.047024648965755,"amp"
"YPL250C","CEG",0.227640985882223,"amp"
"YPL250C","CFF",0.0666606063016907,"amp"
"YPL250C","CGL",0.0585216154928855,"amp"
"YPL250C","CGN",0.0728481313145547,"amp"
"YPL250C","CGS",0.0412549269784982,"amp"
"YPL250C","CLB",0.0833133320820192,"amp"
"YPL250C","CLI",0.08505959862831,"amp"
"YPL250C","CLN",0.40879346690588,"amp"
"YPL250C","CLP",0.0604952851117093,"amp"
"YPL250C","CMI",0.422406574719104,"amp"
"YPL250C","CNH",0.330364031127207,"amp"
"YPL250C","CPI",0.0863930443122172,"amp"
"YPL250C","CPK",0.0524706183017417,"amp"
"YPL250C","CPN",0.0585242230020868,"amp"
"YPL250C","CQD",0.0523667119868438,"amp"
"YPL250C","CQF",0.0520205580032192,"amp"
"YPL250C","SACE_YCE",0.560901333623313,"amp"
"YPL250C","SACE_YCK",0.264282911193089,"amp"
"YPL250C","SACE_YCM",0.137387264591642,"amp"
"YPL250C","SACE_YCR",0.0476540485226176,"amp"
"YPL250C","SACE_YCU",0.083104446413787,"amp"
"YPL274W","AAP",0.455388186387582,"amp"
"YPL274W","AFE",0.240466768683207,"amp"
"YPL274W","AKH",0.342873615651006,"amp"
"YPL274W","AKI",0.547632254682902,"amp"
"YPL274W","AKM",0.510098371641996,"amp"
"YPL274W","AMP",0.573412041669816,"amp"
"YPL274W","ANG",0.357736940633992,"amp"
"YPL274W","ANN",0.349892949510112,"amp"
"YPL274W","APQ",1.47456593545596,"amp"
"YPL274W","ATS",0.294744261096751,"amp"
"YPL274W","BAF",0.446913863106349,"amp"
"YPL274W","BAG",0.228702270656349,"amp"
"YPL274W","BAI",0.434612719382666,"amp"
"YPL274W","BAK",0.282248284702803,"amp"
"YPL274W","BAL",0.180343444849953,"amp"
"YPL274W","BAM",0.184194571852548,"amp"
"YPL274W","BAN",0.138134562566273,"amp"
"YPL274W","BAP",0.279434630851685,"amp"
"YPL274W","BBQ",0.331689869790882,"amp"
"YPL274W","BCK",0.289860593334666,"amp"
"YPL274W","BDB",0.332487271142203,"amp"
"YPL274W","BDL",0.470934426675732,"amp"
"YPL274W","BDP",0.217122760188381,"amp"
"YPL274W","BEF",0.393883184854655,"amp"
"YPL274W","BFH",0.252472862036541,"amp"
"YPL274W","BFP",0.391685761115844,"amp"
"YPL274W","BGD",0.284021599104242,"amp"
"YPL274W","BGF",0.301532834144741,"amp"
"YPL274W","BHG",0.234648925228413,"amp"
"YPL274W","BHK",0.364683517564622,"amp"
"YPL274W","BHM",0.622197144156745,"amp"
"YPL274W","BHQ",0.352976925847484,"amp"
"YPL274W","BMA",0.611239112742303,"amp"
"YPL274W","BMB",0.346417657287038,"amp"
"YPL274W","BMC",0.328310479281611,"amp"
"YPL274W","BNC",0.278902372596894,"amp"
"YPL274W","BNV",0.291084011350379,"amp"
"YPL274W","BQM",0.415952789152508,"amp"
"YPL274W","BRK",0.411091837418613,"amp"
"YPL274W","BVG",0.43192284830512,"amp"
"YPL274W","CAE",0.365824620088732,"amp"
"YPL274W","CBN",0.57344116065474,"amp"
"YPL274W","CCD",0.226275292531296,"amp"
"YPL274W","CCG",0.253709104865456,"amp"
"YPL274W","CCN",0.239056861162651,"amp"
"YPL274W","CCQ",0.347957209115921,"amp"
"YPL274W","CCR",0.368665467300913,"amp"
"YPL274W","CCS",0.0708599584113326,"amp"
"YPL274W","CCV",0.474008031354202,"amp"
"YPL274W","CDE",0.351496636991503,"amp"
"YPL274W","CDH",0.595504295184903,"amp"
"YPL274W","CDL",0.410670035539495,"amp"
"YPL274W","CDT",0.219795990063044,"amp"
"YPL274W","CEG",0.215971331458726,"amp"
"YPL274W","CFF",0.283490096829889,"amp"
"YPL274W","CGL",0.0626742466208572,"amp"
"YPL274W","CGN",0.158103468462842,"amp"
"YPL274W","CGS",0.564946044948198,"amp"
"YPL274W","CLB",0.294702173959877,"amp"
"YPL274W","CLI",0.185706647899123,"amp"
"YPL274W","CLN",0.162465380962279,"amp"
"YPL274W","CLP",0.115088059310125,"amp"
"YPL274W","CMI",0.185002749867246,"amp"
"YPL274W","CNH",0.395556756706564,"amp"
"YPL274W","CPI",0.0892465525602247,"amp"
"YPL274W","CPK",0.349651715137605,"amp"
"YPL274W","CPN",0.145087842815138,"amp"
"YPL274W","CQD",0.306365783597229,"amp"
"YPL274W","CQF",0.369969922003936,"amp"
"YPL274W","SACE_YCE",0.746769793954227,"amp"
"YPL274W","SACE_YCK",0.344538116159374,"amp"
"YPL274W","SACE_YCM",0.865450309213087,"amp"
"YPL274W","SACE_YCR",0.238099132755753,"amp"
"YPL274W","SACE_YCU",0.35896669560674,"amp"
"YGR099W","AAP",0.562008819412787,"amp"
"YGR099W","AFE",0.188855257245889,"amp"
"YGR099W","AKH",0.19346479378769,"amp"
"YGR099W","AKI",0.304387286794073,"amp"
"YGR099W","AKM",0.10043873286144,"amp"
"YGR099W","AMP",0.149212704116302,"amp"
"YGR099W","ANG",0.0845038902804163,"amp"
"YGR099W","ANN",0.149616605951522,"amp"
"YGR099W","APQ",0.95634740342673,"amp"
"YGR099W","ATS",0.097970316111784,"amp"
"YGR099W","BAF",0.175447666443343,"amp"
"YGR099W","BAG",0.196690836320975,"amp"
"YGR099W","BAI",0.197802344358656,"amp"
"YGR099W","BAK",0.186654172531001,"amp"
"YGR099W","BAL",0.15416264003228,"amp"
"YGR099W","BAM",0.133057265937436,"amp"
"YGR099W","BAN",0.140554533052489,"amp"
"YGR099W","BAP",0.0896629994588631,"amp"
"YGR099W","BBQ",0.154862175741927,"amp"
"YGR099W","BCK",0.158200373968776,"amp"
"YGR099W","BDB",0.189247318766608,"amp"
"YGR099W","BDL",0.55159522356687,"amp"
"YGR099W","BDP",0.18039509169506,"amp"
"YGR099W","BEF",0.0875613420023412,"amp"
"YGR099W","BFH",0.200300194448466,"amp"
"YGR099W","BFP",0.128130189755349,"amp"
"YGR099W","BGD",0.277023176299711,"amp"
"YGR099W","BGF",0.10324236639468,"amp"
"YGR099W","BHG",0.257803434122824,"amp"
"YGR099W","BHK",0.183304860100422,"amp"
"YGR099W","BHM",0.0754408736766388,"amp"
"YGR099W","BHQ",0.110776639770029,"amp"
"YGR099W","BMA",0.130345928129218,"amp"
"YGR099W","BMB",0.19977717972338,"amp"
"YGR099W","BMC",0.160782652316589,"amp"
"YGR099W","BNC",0.18601712373373,"amp"
"YGR099W","BNV",0.134556453610878,"amp"
"YGR099W","BQM",0.177554457878753,"amp"
"YGR099W","BRK",0.307812076386453,"amp"
"YGR099W","BVG",0.188866417802028,"amp"
"YGR099W","CAE",0.148624419795217,"amp"
"YGR099W","CBN",0.166853018974894,"amp"
"YGR099W","CCD",0.12531518748521,"amp"
"YGR099W","CCG",0.132922699400816,"amp"
"YGR099W","CCN",0.180124734990118,"amp"
"YGR099W","CCQ",0.122837291548881,"amp"
"YGR099W","CCR",0.106813098511531,"amp"
"YGR099W","CCS",0.0955427014473859,"amp"
"YGR099W","CCV",0.120827307195791,"amp"
"YGR099W","CDE",0.169543872355278,"amp"
"YGR099W","CDH",0.335107199187125,"amp"
"YGR099W","CDL",0.12864140803041,"amp"
"YGR099W","CDT",0.0610748396817845,"amp"
"YGR099W","CEG",0.210325076826656,"amp"
"YGR099W","CFF",0.26231696717934,"amp"
"YGR099W","CGL",0.114455521835383,"amp"
"YGR099W","CGN",0.136136129191278,"amp"
"YGR099W","CGS",0.181428698998672,"amp"
"YGR099W","CLB",0.110393190792177,"amp"
"YGR099W","CLI",0.127300149413487,"amp"
"YGR099W","CLN",0.173946870308646,"amp"
"YGR099W","CLP",0.119750022688415,"amp"
"YGR099W","CMI",0.149144977666331,"amp"
"YGR099W","CNH",0.286640077337561,"amp"
"YGR099W","CPI",0.154464965227386,"amp"
"YGR099W","CPK",0.149784861049825,"amp"
"YGR099W","CPN",0.127072761647788,"amp"
"YGR099W","CQD",0.132521637739381,"amp"
"YGR099W","CQF",0.0740025298673622,"amp"
"YGR099W","SACE_YCE",0.266668000540044,"amp"
"YGR099W","SACE_YCK",0.37763580995434,"amp"
"YGR099W","SACE_YCM",0.189274407648125,"amp"
"YGR099W","SACE_YCR",0.166005365776703,"amp"
"YGR099W","SACE_YCU",0.112741485308862,"amp"
"YKR010C","AAP",0.487465051517316,"amp"
"YKR010C","AFE",0.299454333745214,"amp"
"YKR010C","AKH",0.218623592618866,"amp"
"YKR010C","AKI",0.244116236412058,"amp"
"YKR010C","AKM",0.28025275935314,"amp"
"YKR010C","AMP",0.206386044390361,"amp"
"YKR010C","ANG",0.235299090765273,"amp"
"YKR010C","ANN",0.15834508029169,"amp"
"YKR010C","APQ",1.00139994827565,"amp"
"YKR010C","ATS",0.125032785502394,"amp"
"YKR010C","BAF",0.191587907134779,"amp"
"YKR010C","BAG",0.161058270879139,"amp"
"YKR010C","BAI",0.19429562026959,"amp"
"YKR010C","BAK",0.13955702661992,"amp"
"YKR010C","BAL",0.238274865202542,"amp"
"YKR010C","BAM",0.199557134399421,"amp"
"YKR010C","BAN",0.299523009406405,"amp"
"YKR010C","BAP",0.19526192255546,"amp"
"YKR010C","BBQ",0.262995140127605,"amp"
"YKR010C","BCK",0.126295257606713,"amp"
"YKR010C","BDB",0.222207728761301,"amp"
"YKR010C","BDL",0.290378581768853,"amp"
"YKR010C","BDP",0.155541591950755,"amp"
"YKR010C","BEF",0.18199767216048,"amp"
"YKR010C","BFH",0.348749737048864,"amp"
"YKR010C","BFP",0.24810892806492,"amp"
"YKR010C","BGD",0.259988398275479,"amp"
"YKR010C","BGF",0.256078312512475,"amp"
"YKR010C","BHG",0.218310152632434,"amp"
"YKR010C","BHK",0.18638235930648,"amp"
"YKR010C","BHM",0.311469148370333,"amp"
"YKR010C","BHQ",0.100932197440767,"amp"
"YKR010C","BMA",0.176982960254644,"amp"
"YKR010C","BMB",0.224877219022712,"amp"
"YKR010C","BMC",0.210359835281194,"amp"
"YKR010C","BNC",0.216346750327462,"amp"
"YKR010C","BNV",0.181053717196053,"amp"
"YKR010C","BQM",0.193256627505759,"amp"
"YKR010C","BRK",0.223316330334241,"amp"
"YKR010C","BVG",0.215981614873042,"amp"
"YKR010C","CAE",0.155477589339527,"amp"
"YKR010C","CBN",0.173554589313331,"amp"
"YKR010C","CCD",0.125357793077924,"amp"
"YKR010C","CCG",0.146713793599503,"amp"
"YKR010C","CCN",0.352429904803767,"amp"
"YKR010C","CCQ",0.140012473690232,"amp"
"YKR010C","CCR",0.205507664106883,"amp"
"YKR010C","CCS",0.310274531158191,"amp"
"YKR010C","CCV",0.231415167244799,"amp"
"YKR010C","CDE",0.168994145799864,"amp"
"YKR010C","CDH",0.314275281771587,"amp"
"YKR010C","CDL",0.151718028676681,"amp"
"YKR010C","CDT",0.195175842298406,"amp"
"YKR010C","CEG",0.329129348634943,"amp"
"YKR010C","CFF",0.199543374528283,"amp"
"YKR010C","CGL",0.234174369342991,"amp"
"YKR010C","CGN",0.191740279200453,"amp"
"YKR010C","CGS",0.0915517077388928,"amp"
"YKR010C","CLB",0.306574952313297,"amp"
"YKR010C","CLI",0.184130317223189,"amp"
"YKR010C","CLN",0.17789344182418,"amp"
"YKR010C","CLP",0.226857522353037,"amp"
"YKR010C","CMI",0.143080900673282,"amp"
"YKR010C","CNH",0.426029393494221,"amp"
"YKR010C","CPI",0.229533490972121,"amp"
"YKR010C","CPK",0.204605428935768,"amp"
"YKR010C","CPN",0.189880166789372,"amp"
"YKR010C","CQD",0.219396992566811,"amp"
"YKR010C","CQF",0.164879078222842,"amp"
"YKR010C","SACE_YCE",0.184978111205339,"amp"
"YKR010C","SACE_YCK",0.329323079529346,"amp"
"YKR010C","SACE_YCM",0.391159486338565,"amp"
"YKR010C","SACE_YCR",0.190998747245064,"amp"
"YKR010C","SACE_YCU",0.289923334501781,"amp"
"YMR238W","AAP",0.730785254463371,"amp"
"YMR238W","AFE",0.664266856800436,"amp"
"YMR238W","AKH",0.314490463201733,"amp"
"YMR238W","AKI",0.222012615475937,"amp"
"YMR238W","AKM",0.23066358467295,"amp"
"YMR238W","AMP",0.167377140347062,"amp"
"YMR238W","ANG",0.194313354273196,"amp"
"YMR238W","ANN",0.0779890853833129,"amp"
"YMR238W","APQ",0.375608228254478,"amp"
"YMR238W","ATS",0.19617452474242,"amp"
"YMR238W","BAF",0.278958918045816,"amp"
"YMR238W","BAG",0.45825132666578,"amp"
"YMR238W","BAI",0.188881302435225,"amp"
"YMR238W","BAK",0.091641680302877,"amp"
"YMR238W","BAL",0.126861307345746,"amp"
"YMR238W","BAM",0.216390623489295,"amp"
"YMR238W","BAN",0.184816360269674,"amp"
"YMR238W","BAP",0.112450921307635,"amp"
"YMR238W","BBQ",0.190329324308105,"amp"
"YMR238W","BCK",0.20616189062002,"amp"
"YMR238W","BDB",0.162386942095466,"amp"
"YMR238W","BDL",0.730041264912874,"amp"
"YMR238W","BDP",0.237094721049616,"amp"
"YMR238W","BEF",0.0272193094844108,"amp"
"YMR238W","BFH",0.312508787367532,"amp"
"YMR238W","BFP",0.181387741126163,"amp"
"YMR238W","BGD",0.305062708591232,"amp"
"YMR238W","BGF",0.185431593618604,"amp"
"YMR238W","BHG",0.255241971371567,"amp"
"YMR238W","BHK",0.279193341488269,"amp"
"YMR238W","BHM",0.287436936246165,"amp"
"YMR238W","BHQ",0.142094699686173,"amp"
"YMR238W","BMA",0.215224012039529,"amp"
"YMR238W","BMB",0.318619471899803,"amp"
"YMR238W","BMC",0.20320003530267,"amp"
"YMR238W","BNC",0.117392281040777,"amp"
"YMR238W","BNV",0.120624244666437,"amp"
"YMR238W","BQM",0.150734460663581,"amp"
"YMR238W","BRK",0.753202105815947,"amp"
"YMR238W","BVG",0.227339551410022,"amp"
"YMR238W","CAE",0.138890041686224,"amp"
"YMR238W","CBN",0.298998902143194,"amp"
"YMR238W","CCD",0.16650406452908,"amp"
"YMR238W","CCG",0.28296340663943,"amp"
"YMR238W","CCN",0.154386445003017,"amp"
"YMR238W","CCQ",0.260826421622285,"amp"
"YMR238W","CCR",0.191735925510762,"amp"
"YMR238W","CCS",0.204705143869542,"amp"
"YMR238W","CCV",0.134186981893397,"amp"
"YMR238W","CDE",0.130568015127807,"amp"
"YMR238W","CDH",0.333527858059135,"amp"
"YMR238W","CDL",0.155287023624739,"amp"
"YMR238W","CDT",0.173703644105601,"amp"
"YMR238W","CEG",0.273561449710487,"amp"
