"gene","strain","value","stat"
"YBL098W","BDL",25.1409256467095,"phase1"
"YBL098W","BDP",33.4389183930041,"phase1"
"YBL098W","BEF",62.2387132550259,"phase1"
"YBL098W","BFH",10.8206635620819,"phase1"
"YBL098W","BFP",59.6321563821258,"phase1"
"YBL098W","BGD",82.9937286343525,"phase1"
"YBL098W","BGF",65.7475348971977,"phase1"
"YBL098W","BHG",53.9766958060112,"phase1"
"YBL098W","BHK",80.980046519017,"phase1"
"YBL098W","BHM",83.840007773707,"phase1"
"YBL098W","BHQ",65.5134890555997,"phase1"
"YBL098W","BMA",62.7066751473178,"phase1"
"YBL098W","BMB",24.1091339275373,"phase1"
"YBL098W","BMC",52.5703281344324,"phase1"
"YBL098W","BNC",40.0132576546589,"phase1"
"YBL098W","BNV",5.89743701873142,"phase1"
"YBL098W","BQM",50.5481681430803,"phase1"
"YBL098W","BRK",NA,"phase1"
"YBL098W","BVG",47.3506252921415,"phase1"
"YBL098W","CAE",50.933338427065,"phase1"
"YBL098W","CBN",1.11987111382131,"phase1"
"YBL098W","CCD",62.5412938329765,"phase1"
"YBL098W","CCG",74.0451098604105,"phase1"
"YBL098W","CCN",42.8345843049073,"phase1"
"YBL098W","CCQ",61.5098982673543,"phase1"
"YBL098W","CCR",47.1069856433043,"phase1"
"YBL098W","CCS",68.4343231381645,"phase1"
"YBL098W","CCV",17.3006145984043,"phase1"
"YBL098W","CDE",54.8822628388313,"phase1"
"YBL098W","CDH",0.489490038508417,"phase1"
"YBL098W","CDL",50.3284804876299,"phase1"
"YBL098W","CDT",63.6969030701617,"phase1"
"YBL098W","CEG",75.3174195609661,"phase1"
"YBL098W","CFF",72.8862356398776,"phase1"
"YBL098W","CGL",9.43386362344325,"phase1"
"YBL098W","CGN",72.0896419160633,"phase1"
"YBL098W","CGS",54.0969888271351,"phase1"
"YBL098W","CLB",54.6593993547063,"phase1"
"YBL098W","CLI",72.1395716542745,"phase1"
"YBL098W","CLN",55.1177593150388,"phase1"
"YBL098W","CLP",66.2228324246677,"phase1"
"YBL098W","CMI",58.7765646470041,"phase1"
"YBL098W","CNH",60.9806272878473,"phase1"
"YBL098W","CPI",79.6921555641661,"phase1"
"YBL098W","CPK",73.7888537142111,"phase1"
"YBL098W","CPN",50.6316262069527,"phase1"
"YBL098W","CQD",52.7785882669467,"phase1"
"YBL098W","CQF",69.9587773037464,"phase1"
"YBL098W","SACE_YCE",28.9136197434784,"phase1"
"YBL098W","SACE_YCK",35.0640954247844,"phase1"
"YBL098W","SACE_YCM",39.949653854952,"phase1"
"YBL098W","SACE_YCR",66.3704966924244,"phase1"
"YBL098W","SACE_YCU",49.5881694361879,"phase1"
"YML119W","AAP",25.1305827007336,"phase1"
"YML119W","AFE",71.8576950003441,"phase1"
"YML119W","AKH",79.5874054712802,"phase1"
"YML119W","AKI",86.0900489247471,"phase1"
"YML119W","AKM",74.1472906664501,"phase1"
"YML119W","AMP",82.8268181553965,"phase1"
"YML119W","ANG",73.9351263438453,"phase1"
"YML119W","ANN",76.1484076583046,"phase1"
"YML119W","APQ",64.7032699768324,"phase1"
"YML119W","ATS",82.1775762228747,"phase1"
"YML119W","BAF",83.1860022682216,"phase1"
"YML119W","BAG",72.4625877801508,"phase1"
"YML119W","BAI",74.988007560573,"phase1"
"YML119W","BAK",78.7037829557888,"phase1"
"YML119W","BAL",74.0623267887934,"phase1"
"YML119W","BAM",72.1229762926858,"phase1"
"YML119W","BAN",75.864648040053,"phase1"
"YML119W","BAP",76.3528916468643,"phase1"
"YML119W","BBQ",77.3917498717502,"phase1"
"YML119W","BCK",70.9845006523945,"phase1"
"YML119W","BDB",70.2348978088505,"phase1"
"YML119W","BDL",4.00414897027512,"phase1"
"YML119W","BDP",71.6772244818423,"phase1"
"YML119W","BEF",70.2781194999069,"phase1"
"YML119W","BFH",74.1013385426275,"phase1"
"YML119W","BFP",76.8929395578526,"phase1"
"YML119W","BGD",73.4973886501038,"phase1"
"YML119W","BGF",80.4148911224392,"phase1"
"YML119W","BHG",79.3178331005698,"phase1"
"YML119W","BHK",80.8469615741876,"phase1"
"YML119W","BHM",79.1287703911851,"phase1"
"YML119W","BHQ",72.8518304897721,"phase1"
"YML119W","BMA",73.8776393332898,"phase1"
"YML119W","BMB",71.0160192683731,"phase1"
"YML119W","BMC",70.7889804712465,"phase1"
"YML119W","BNC",69.9588341510895,"phase1"
"YML119W","BNV",76.2448463997492,"phase1"
"YML119W","BQM",80.1549712562165,"phase1"
"YML119W","BRK",65.5873564285608,"phase1"
"YML119W","BVG",79.0400971328109,"phase1"
"YML119W","CAE",73.9392149982076,"phase1"
"YML119W","CBN",80.7871916203636,"phase1"
"YML119W","CCD",75.6774750490631,"phase1"
"YML119W","CCG",76.5030678723033,"phase1"
"YML119W","CCN",77.9301670556622,"phase1"
"YML119W","CCQ",74.5481205085931,"phase1"
"YML119W","CCR",74.7593913909204,"phase1"
"YML119W","CCS",75.0835473832292,"phase1"
"YML119W","CCV",73.1418448925042,"phase1"
"YML119W","CDE",80.1976349554565,"phase1"
"YML119W","CDH",74.4581365036293,"phase1"
"YML119W","CDL",75.7961756916085,"phase1"
"YML119W","CDT",79.643732109265,"phase1"
"YML119W","CEG",70.9814959089494,"phase1"
"YML119W","CFF",77.8848374656408,"phase1"
"YML119W","CGL",69.1072604717254,"phase1"
"YML119W","CGN",73.5883890070079,"phase1"
"YML119W","CGS",78.74778775896,"phase1"
"YML119W","CLB",74.3911679291301,"phase1"
"YML119W","CLI",72.5379456411448,"phase1"
"YML119W","CLN",71.4895049133227,"phase1"
"YML119W","CLP",74.350143409239,"phase1"
"YML119W","CMI",73.2382122037188,"phase1"
"YML119W","CNH",80.0861963070934,"phase1"
"YML119W","CPI",76.6111810616002,"phase1"
"YML119W","CPK",72.8845086271513,"phase1"
"YML119W","CPN",76.2512649367748,"phase1"
"YML119W","CQD",79.5199640198753,"phase1"
"YML119W","CQF",76.2204147344771,"phase1"
"YML119W","SACE_YCE",60.0546326301341,"phase1"
"YML119W","SACE_YCK",70.520255911421,"phase1"
"YML119W","SACE_YCM",84.4594105687864,"phase1"
"YML119W","SACE_YCR",77.2718821038051,"phase1"
"YML119W","SACE_YCU",79.5916031436198,"phase1"
"YBR038W","AAP",64.9877225094131,"phase1"
"YBR038W","AFE",76.1700666243901,"phase1"
"YBR038W","AKH",80.7978113410384,"phase1"
"YBR038W","AKI",76.8498632459525,"phase1"
"YBR038W","AKM",73.9311432540402,"phase1"
"YBR038W","AMP",67.5176359050387,"phase1"
"YBR038W","ANG",76.0523290281992,"phase1"
"YBR038W","ANN",77.0446084687042,"phase1"
"YBR038W","APQ",84.9713497071792,"phase1"
"YBR038W","ATS",83.8238073640023,"phase1"
"YBR038W","BAF",73.7323373623706,"phase1"
"YBR038W","BAG",76.4185960567312,"phase1"
"YBR038W","BAI",74.7412413363607,"phase1"
"YBR038W","BAK",76.9004945245014,"phase1"
"YBR038W","BAL",74.1541561583704,"phase1"
"YBR038W","BAM",72.7343424399616,"phase1"
"YBR038W","BAN",71.7872257733747,"phase1"
"YBR038W","BAP",74.8615981513804,"phase1"
"YBR038W","BBQ",75.8321817436324,"phase1"
"YBR038W","BCK",70.1788532949623,"phase1"
"YBR038W","BDB",72.2782303770962,"phase1"
"YBR038W","BDL",80.368743425059,"phase1"
"YBR038W","BDP",72.8108763484864,"phase1"
"YBR038W","BEF",74.7481614425019,"phase1"
"YBR038W","BFH",73.4979654761035,"phase1"
"YBR038W","BFP",77.6081745928366,"phase1"
"YBR038W","BGD",73.8269157738061,"phase1"
"YBR038W","BGF",80.8801631174966,"phase1"
"YBR038W","BHG",73.4153985281961,"phase1"
"YBR038W","BHK",79.9525770360065,"phase1"
"YBR038W","BHM",79.5885458875667,"phase1"
"YBR038W","BHQ",69.2283121873733,"phase1"
"YBR038W","BMA",76.3771292351287,"phase1"
"YBR038W","BMB",74.6261741087862,"phase1"
"YBR038W","BMC",74.5998733211949,"phase1"
"YBR038W","BNC",72.0191894215737,"phase1"
"YBR038W","BNV",75.1119344603001,"phase1"
"YBR038W","BQM",83.50797241946,"phase1"
"YBR038W","BRK",73.1803110399469,"phase1"
"YBR038W","BVG",74.7111716839753,"phase1"
"YBR038W","CAE",73.2949268009891,"phase1"
"YBR038W","CBN",75.5150600068572,"phase1"
"YBR038W","CCD",72.2576672534907,"phase1"
"YBR038W","CCG",71.9841702498251,"phase1"
"YBR038W","CCN",78.9027304018117,"phase1"
"YBR038W","CCQ",75.1475120781795,"phase1"
"YBR038W","CCR",74.5343762750861,"phase1"
"YBR038W","CCS",74.0832965921095,"phase1"
"YBR038W","CCV",76.9001754571151,"phase1"
"YBR038W","CDE",77.5472623151795,"phase1"
"YBR038W","CDH",72.4870787331369,"phase1"
"YBR038W","CDL",74.0438936165428,"phase1"
"YBR038W","CDT",79.6796484169729,"phase1"
"YBR038W","CEG",75.7862113902155,"phase1"
"YBR038W","CFF",81.0966532154489,"phase1"
"YBR038W","CGL",70.155877971652,"phase1"
"YBR038W","CGN",74.9423626083368,"phase1"
"YBR038W","CGS",74.7717477795521,"phase1"
"YBR038W","CLB",75.2978808800801,"phase1"
"YBR038W","CLI",75.2389970588818,"phase1"
"YBR038W","CLN",72.9419619932161,"phase1"
"YBR038W","CLP",73.8378359343495,"phase1"
"YBR038W","CMI",72.1926584841317,"phase1"
"YBR038W","CNH",82.6306503979407,"phase1"
"YBR038W","CPI",72.7327346165645,"phase1"
"YBR038W","CPK",72.4064265319091,"phase1"
"YBR038W","CPN",71.9716113845366,"phase1"
"YBR038W","CQD",76.2888133196156,"phase1"
"YBR038W","CQF",75.5335671034349,"phase1"
"YBR038W","SACE_YCE",66.8935183831113,"phase1"
"YBR038W","SACE_YCK",66.8159587969718,"phase1"
"YBR038W","SACE_YCM",84.8086190954142,"phase1"
"YBR038W","SACE_YCR",76.6572289648226,"phase1"
"YBR038W","SACE_YCU",76.1705845761421,"phase1"
"YMR058W","AAP",84.5201403442553,"phase1"
"YMR058W","AFE",13.4730510021311,"phase1"
"YMR058W","AKH",6.30024102346357,"phase1"
"YMR058W","AKI",86.3411747742405,"phase1"
"YMR058W","AKM",58.2603051192588,"phase1"
"YMR058W","AMP",65.5541042899079,"phase1"
"YMR058W","ANG",20.4433893449821,"phase1"
"YMR058W","ANN",75.9809907899841,"phase1"
"YMR058W","APQ",51.4890864428286,"phase1"
"YMR058W","ATS",49.5643120229358,"phase1"
"YMR058W","BAF",71.3100193121193,"phase1"
"YMR058W","BAG",16.0084118846143,"phase1"
"YMR058W","BAI",83.517454324422,"phase1"
"YMR058W","BAK",54.3515746381251,"phase1"
"YMR058W","BAL",74.1696820200374,"phase1"
"YMR058W","BAM",81.2840270938969,"phase1"
"YMR058W","BAN",9.93135117562909,"phase1"
"YMR058W","BAP",27.7453646838344,"phase1"
"YMR058W","BBQ",4.09391835726287,"phase1"
"YMR058W","BCK",70.6471194460258,"phase1"
"YMR058W","BDB",69.6183639413958,"phase1"
"YMR058W","BDL",17.151724622139,"phase1"
"YMR058W","BDP",87.5493696338559,"phase1"
"YMR058W","BEF",17.2245078263398,"phase1"
"YMR058W","BFH",37.5649918681618,"phase1"
"YMR058W","BFP",86.9345410231863,"phase1"
"YMR058W","BGD",35.3070118671426,"phase1"
"YMR058W","BGF",58.2460903004007,"phase1"
"YMR058W","BHG",50.0841172936872,"phase1"
"YMR058W","BHK",66.5521131753392,"phase1"
"YMR058W","BHM",87.9277309768442,"phase1"
"YMR058W","BHQ",83.607417644816,"phase1"
"YMR058W","BMA",50.5526896452483,"phase1"
"YMR058W","BMB",44.0811802267691,"phase1"
"YMR058W","BMC",49.1862745565604,"phase1"
"YMR058W","BNC",61.3034449694688,"phase1"
"YMR058W","BNV",39.2497208089132,"phase1"
"YMR058W","BQM",55.0554205076587,"phase1"
"YMR058W","BRK",47.4056617274099,"phase1"
"YMR058W","BVG",0.728662979865253,"phase1"
"YMR058W","CAE",76.1479423064632,"phase1"
"YMR058W","CBN",73.5183935191767,"phase1"
"YMR058W","CCD",12.8938735617884,"phase1"
"YMR058W","CCG",7.81110517960648,"phase1"
"YMR058W","CCN",3.33846339331109,"phase1"
"YMR058W","CCQ",12.0221443463911,"phase1"
"YMR058W","CCR",19.116283791065,"phase1"
"YMR058W","CCS",47.564064857471,"phase1"
"YMR058W","CCV",0.262026978480175,"phase1"
"YMR058W","CDE",84.1843931652144,"phase1"
"YMR058W","CDH",68.9455424515337,"phase1"
"YMR058W","CDL",1.51388222554107,"phase1"
"YMR058W","CDT",54.2742961738548,"phase1"
"YMR058W","CEG",23.0063983960604,"phase1"
"YMR058W","CFF",79.2529651942469,"phase1"
"YMR058W","CGL",55.7983785008757,"phase1"
"YMR058W","CGN",66.6907323958659,"phase1"
"YMR058W","CGS",82.8866235305305,"phase1"
"YMR058W","CLB",36.7135435971141,"phase1"
"YMR058W","CLI",87.5714662689981,"phase1"
"YMR058W","CLN",19.7248418970994,"phase1"
"YMR058W","CLP",72.6495661615046,"phase1"
"YMR058W","CMI",46.4769321563589,"phase1"
"YMR058W","CNH",15.7856894997804,"phase1"
"YMR058W","CPI",81.9302985834487,"phase1"
"YMR058W","CPK",64.3024665048411,"phase1"
"YMR058W","CPN",70.4459662236525,"phase1"
"YMR058W","CQD",67.2164302280727,"phase1"
"YMR058W","CQF",71.4743016805102,"phase1"
"YMR058W","SACE_YCE",69.5995467032601,"phase1"
"YMR058W","SACE_YCK",84.4180578425016,"phase1"
"YMR058W","SACE_YCM",44.4487367116624,"phase1"
"YMR058W","SACE_YCR",83.7243941361939,"phase1"
"YMR058W","SACE_YCU",25.1422587316306,"phase1"
"YCR024C-A","AAP",59.7557728848137,"phase1"
"YCR024C-A","AFE",67.2645262834192,"phase1"
"YCR024C-A","AKH",74.5566723846343,"phase1"
"YCR024C-A","AKI",71.4129408774299,"phase1"
"YCR024C-A","AKM",69.5269950197516,"phase1"
"YCR024C-A","AMP",77.417311307774,"phase1"
"YCR024C-A","ANG",70.8476279693337,"phase1"
"YCR024C-A","ANN",68.6863685198546,"phase1"
"YCR024C-A","APQ",61.7976745257354,"phase1"
"YCR024C-A","ATS",72.6047579274157,"phase1"
"YCR024C-A","BAF",75.9323905175096,"phase1"
"YCR024C-A","BAG",71.2089018346769,"phase1"
"YCR024C-A","BAI",70.5690165404738,"phase1"
"YCR024C-A","BAK",71.92730637948,"phase1"
"YCR024C-A","BAL",70.0321201205775,"phase1"
"YCR024C-A","BAM",72.3174245931933,"phase1"
"YCR024C-A","BAN",68.9024242428702,"phase1"
"YCR024C-A","BAP",71.3360969913099,"phase1"
"YCR024C-A","BBQ",74.2721034847371,"phase1"
"YCR024C-A","BCK",67.6286659584159,"phase1"
"YCR024C-A","BDB",73.1996920863453,"phase1"
"YCR024C-A","BDL",67.8215412420714,"phase1"
"YCR024C-A","BDP",70.3504761594448,"phase1"
"YCR024C-A","BEF",68.300967401445,"phase1"
"YCR024C-A","BFH",72.2162636068534,"phase1"
"YCR024C-A","BFP",72.7349606065884,"phase1"
"YCR024C-A","BGD",79.2725989134771,"phase1"
"YCR024C-A","BGF",70.8717762122996,"phase1"
"YCR024C-A","BHG",71.6322624312643,"phase1"
"YCR024C-A","BHK",76.9866133595133,"phase1"
"YCR024C-A","BHM",67.226014122914,"phase1"
"YCR024C-A","BHQ",68.3743538547816,"phase1"
"YCR024C-A","BMA",71.3264670839951,"phase1"
"YCR024C-A","BMB",71.6211635115559,"phase1"
"YCR024C-A","BMC",72.368048586404,"phase1"
"YCR024C-A","BNC",69.8946897377879,"phase1"
"YCR024C-A","BNV",73.5321447120244,"phase1"
"YCR024C-A","BQM",73.8480614050469,"phase1"
"YCR024C-A","BRK",69.4542542708943,"phase1"
"YCR024C-A","BVG",75.7372600964996,"phase1"
"YCR024C-A","CAE",69.0219384210389,"phase1"
"YCR024C-A","CBN",75.0226955487754,"phase1"
"YCR024C-A","CCD",70.0849599623624,"phase1"
"YCR024C-A","CCG",75.5855333701174,"phase1"
"YCR024C-A","CCN",73.3158157401867,"phase1"
"YCR024C-A","CCQ",71.9081416320248,"phase1"
"YCR024C-A","CCR",72.3120405047736,"phase1"
"YCR024C-A","CCS",72.2734768079177,"phase1"
"YCR024C-A","CCV",74.2046421559007,"phase1"
"YCR024C-A","CDE",70.9539127615574,"phase1"
"YCR024C-A","CDH",73.7497032491906,"phase1"
"YCR024C-A","CDL",71.7543770033005,"phase1"
"YCR024C-A","CDT",72.1899099176655,"phase1"
"YCR024C-A","CEG",70.705069606377,"phase1"
"YCR024C-A","CFF",77.2389231084723,"phase1"
"YCR024C-A","CGL",67.542115487608,"phase1"
"YCR024C-A","CGN",73.5248807586631,"phase1"
"YCR024C-A","CGS",74.0471097270615,"phase1"
"YCR024C-A","CLB",73.2450560990121,"phase1"
"YCR024C-A","CLI",72.5651351151333,"phase1"
"YCR024C-A","CLN",71.00429087154,"phase1"
"YCR024C-A","CLP",70.8524063274499,"phase1"
"YCR024C-A","CMI",70.7887718143643,"phase1"
"YCR024C-A","CNH",75.7377507856113,"phase1"
"YCR024C-A","CPI",70.9663807844733,"phase1"
"YCR024C-A","CPK",74.1980805250933,"phase1"
"YCR024C-A","CPN",71.1037784964254,"phase1"
"YCR024C-A","CQD",75.4758875129133,"phase1"
"YCR024C-A","CQF",74.6971059274016,"phase1"
"YCR024C-A","SACE_YCE",66.1169078970601,"phase1"
"YCR024C-A","SACE_YCK",69.6285003635341,"phase1"
"YCR024C-A","SACE_YCM",76.6835232870441,"phase1"
"YCR024C-A","SACE_YCR",71.477130297399,"phase1"
"YCR024C-A","SACE_YCU",76.1376297030345,"phase1"
"YML064C","AAP",36.7984537234459,"phase1"
"YML064C","AFE",71.0994163938211,"phase1"
"YML064C","AKH",63.0724519596726,"phase1"
"YML064C","AKI",65.7139738525423,"phase1"
"YML064C","AKM",64.9852335853782,"phase1"
"YML064C","AMP",69.5156247600984,"phase1"
"YML064C","ANG",69.9753752246165,"phase1"
"YML064C","ANN",64.1895505583828,"phase1"
"YML064C","APQ",43.3729676213354,"phase1"
"YML064C","ATS",61.8989878254772,"phase1"
"YML064C","BAF",63.4510959353268,"phase1"
"YML064C","BAG",64.5281737661298,"phase1"
"YML064C","BAI",67.8383809213838,"phase1"
"YML064C","BAK",59.3116211238833,"phase1"
"YML064C","BAL",64.3607064901241,"phase1"
"YML064C","BAM",71.0113018883065,"phase1"
"YML064C","BAN",62.8106106635807,"phase1"
"YML064C","BAP",57.1280281323337,"phase1"
"YML064C","BBQ",68.7771553057509,"phase1"
"YML064C","BCK",60.9081498176311,"phase1"
"YML064C","BDB",59.5925162479737,"phase1"
"YML064C","BDL",74.500453702254,"phase1"
"YML064C","BDP",67.9105647091822,"phase1"
"YML064C","BEF",80.8652919502912,"phase1"
"YML064C","BFH",64.2392598873309,"phase1"
"YML064C","BFP",70.2962448792038,"phase1"
"YML064C","BGD",74.2487611771563,"phase1"
"YML064C","BGF",84.7512025255517,"phase1"
"YML064C","BHG",69.5903506513245,"phase1"
"YML064C","BHK",65.7915724947995,"phase1"
"YML064C","BHM",70.8506814726389,"phase1"
"YML064C","BHQ",63.6428601025417,"phase1"
"YML064C","BMA",68.1728157888281,"phase1"
"YML064C","BMB",66.6679535667663,"phase1"
"YML064C","BMC",50.9601293993586,"phase1"
"YML064C","BNC",61.3735023380011,"phase1"
"YML064C","BNV",66.7294672987316,"phase1"
"YML064C","BQM",68.1611703588129,"phase1"
"YML064C","BRK",68.8704324815445,"phase1"
"YML064C","BVG",66.3804554012962,"phase1"
"YML064C","CAE",67.9433634416077,"phase1"
"YML064C","CBN",82.8206024540058,"phase1"
"YML064C","CCD",64.4318105175589,"phase1"
"YML064C","CCG",50.1510038031372,"phase1"
"YML064C","CCN",52.849250763372,"phase1"
"YML064C","CCQ",62.038324549193,"phase1"
"YML064C","CCR",66.3457547814004,"phase1"
"YML064C","CCS",68.5731468548988,"phase1"
"YML064C","CCV",72.7941518784752,"phase1"
"YML064C","CDE",63.4506102757478,"phase1"
"YML064C","CDH",42.3608446146916,"phase1"
"YML064C","CDL",67.5017355022734,"phase1"
"YML064C","CDT",67.6492353102584,"phase1"
"YML064C","CEG",71.7056127128369,"phase1"
"YML064C","CFF",79.211309119989,"phase1"
"YML064C","CGL",65.758077663483,"phase1"
"YML064C","CGN",70.9775046389019,"phase1"
"YML064C","CGS",67.7167630901535,"phase1"
"YML064C","CLB",64.2580241871381,"phase1"
"YML064C","CLI",69.6684794975693,"phase1"
"YML064C","CLN",63.7875762669454,"phase1"
"YML064C","CLP",63.4985664764487,"phase1"
"YML064C","CMI",64.748758294922,"phase1"
"YML064C","CNH",62.9695710287332,"phase1"
"YML064C","CPI",56.6634941199073,"phase1"
"YML064C","CPK",68.008083113619,"phase1"
"YML064C","CPN",61.4565586162964,"phase1"
"YML064C","CQD",73.0632918379141,"phase1"
"YML064C","CQF",74.1601776184064,"phase1"
"YML064C","SACE_YCE",83.2117292287845,"phase1"
"YML064C","SACE_YCK",77.0342841089249,"phase1"
"YML064C","SACE_YCM",64.1486185519817,"phase1"
"YML064C","SACE_YCR",61.7237083903826,"phase1"
"YML064C","SACE_YCU",61.5155225741901,"phase1"
"YKL043W","AAP",27.3279412206224,"phase1"
"YKL043W","AFE",21.5242456399531,"phase1"
"YKL043W","AKH",24.3049990253277,"phase1"
"YKL043W","AKI",61.4040022008485,"phase1"
"YKL043W","AKM",46.6256473808944,"phase1"
"YKL043W","AMP",32.0509188246893,"phase1"
"YKL043W","ANG",55.7934762187736,"phase1"
"YKL043W","ANN",55.7797857565326,"phase1"
"YKL043W","APQ",82.8832652697038,"phase1"
"YKL043W","ATS",47.0195072798708,"phase1"
"YKL043W","BAF",41.9977734695676,"phase1"
"YKL043W","BAG",15.6623175904481,"phase1"
"YKL043W","BAI",17.6980441291766,"phase1"
"YKL043W","BAK",37.0984587720118,"phase1"
"YKL043W","BAL",41.9206868662401,"phase1"
"YKL043W","BAM",64.8853718271563,"phase1"
"YKL043W","BAN",45.746069660113,"phase1"
"YKL043W","BAP",44.0825756134931,"phase1"
"YKL043W","BBQ",5.99466066975578,"phase1"
"YKL043W","BCK",72.9941929228642,"phase1"
"YKL043W","BDB",34.0845864957747,"phase1"
"YKL043W","BDL",68.7738846328801,"phase1"
"YKL043W","BDP",70.1235531022486,"phase1"
"YKL043W","BEF",64.7991874619277,"phase1"
"YKL043W","BFH",19.5374602137875,"phase1"
"YKL043W","BFP",26.3712358597708,"phase1"
"YKL043W","BGD",38.912783794411,"phase1"
"YKL043W","BGF",37.3024818964243,"phase1"
"YKL043W","BHG",83.0580654992593,"phase1"
"YKL043W","BHK",34.9419137941955,"phase1"
"YKL043W","BHM",56.5063658660156,"phase1"
"YKL043W","BHQ",4.91422305868045,"phase1"
"YKL043W","BMA",58.7287920859293,"phase1"
"YKL043W","BMB",45.021286351287,"phase1"
"YKL043W","BMC",37.5283022422185,"phase1"
"YKL043W","BNC",54.480901059737,"phase1"
"YKL043W","BNV",55.2953939746975,"phase1"
"YKL043W","BQM",57.1852541337537,"phase1"
"YKL043W","BRK",56.1554954512198,"phase1"
"YKL043W","BVG",82.6848958416969,"phase1"
"YKL043W","CAE",52.5299468364383,"phase1"
"YKL043W","CBN",56.5524043439381,"phase1"
"YKL043W","CCD",6.26421160572388,"phase1"
"YKL043W","CCG",38.2040069699314,"phase1"
"YKL043W","CCN",56.3213263391645,"phase1"
"YKL043W","CCQ",44.6176525355337,"phase1"
"YKL043W","CCR",77.7157064872956,"phase1"
"YKL043W","CCS",86.0808657976047,"phase1"
"YKL043W","CCV",80.7072803200768,"phase1"
"YKL043W","CDE",33.6487079744464,"phase1"
"YKL043W","CDH",30.1937057197325,"phase1"
"YKL043W","CDL",9.95458448569319,"phase1"
"YKL043W","CDT",39.9746496513194,"phase1"
"YKL043W","CEG",23.1011393050002,"phase1"
"YKL043W","CFF",42.5624308557197,"phase1"
"YKL043W","CGL",45.9186570428309,"phase1"
"YKL043W","CGN",64.1023723441287,"phase1"
"YKL043W","CGS",76.1022237299724,"phase1"
"YKL043W","CLB",37.2425565791191,"phase1"
"YKL043W","CLI",75.7981507236979,"phase1"
"YKL043W","CLN",21.8453327259154,"phase1"
"YKL043W","CLP",61.8715816187708,"phase1"
"YKL043W","CMI",72.337445298977,"phase1"
"YKL043W","CNH",5.56022292370193,"phase1"
"YKL043W","CPI",45.6620570829867,"phase1"
"YKL043W","CPK",46.360049944901,"phase1"
"YKL043W","CPN",59.0072154865556,"phase1"
"YKL043W","CQD",58.4323401988078,"phase1"
"YKL043W","CQF",45.2955261723988,"phase1"
"YKL043W","SACE_YCE",71.8694417069029,"phase1"
"YKL043W","SACE_YCK",59.2491690349329,"phase1"
"YKL043W","SACE_YCM",24.7989177040608,"phase1"
"YKL043W","SACE_YCR",43.2808992819174,"phase1"
"YKL043W","SACE_YCU",75.0775971529056,"phase1"
"YPL036W","AAP",8.90919998926505,"phase1"
"YPL036W","AFE",57.6269916677637,"phase1"
"YPL036W","AKH",76.5792199151419,"phase1"
"YPL036W","AKI",53.3695431916159,"phase1"
"YPL036W","AKM",NA,"phase1"
"YPL036W","AMP",16.2733244168966,"phase1"
"YPL036W","ANG",NA,"phase1"
"YPL036W","ANN",55.9346141765991,"phase1"
"YPL036W","APQ",53.1862028179762,"phase1"
"YPL036W","ATS",20.2229568070893,"phase1"
"YPL036W","BAF",82.4925787210213,"phase1"
"YPL036W","BAG",3.75056089423923,"phase1"
"YPL036W","BAI",34.0879765073862,"phase1"
"YPL036W","BAK",11.3385961636777,"phase1"
"YPL036W","BAL",12.9222025901264,"phase1"
"YPL036W","BAM",11.6786925762721,"phase1"
"YPL036W","BAN",49.6977509429131,"phase1"
