"condition","gene","r","cor_category"
"Fluconazole","YOR227W",-0.0630272782467832,"low (<0.4)"
"Fluconazole","YOR228C",-0.136900914211839,"low (<0.4)"
"Fluconazole","YOR229W",0.286734740902273,"low (<0.4)"
"Fluconazole","YOR230W",0.433195970695971,"moderate (0.4–0.7)"
"Fluconazole","MKK1",0.144728106271824,"low (<0.4)"
"Fluconazole","MGE1",0.119139194139194,"low (<0.4)"
"Fluconazole","KIN4",-0.0527683981691273,"low (<0.4)"
"Fluconazole","RPL33B",0.164194139194139,"low (<0.4)"
"Fluconazole","YOR236W",0.260144919258336,"low (<0.4)"
"Fluconazole","HES1",0.269310310236914,"low (<0.4)"
"Fluconazole","YOR238W",0.106182940922474,"low (<0.4)"
"Fluconazole","ABP140",-0.0643315018315018,"low (<0.4)"
"Fluconazole","MET7",-0.0297632675800826,"low (<0.4)"
"Fluconazole","YOR243C",0.136767399267399,"low (<0.4)"
"Fluconazole","ESA1",-0.0320733161135618,"low (<0.4)"
"Fluconazole","YOR245C",0.163099780152829,"low (<0.4)"
"Fluconazole","YOR246C",0.0217035451427354,"low (<0.4)"
"Fluconazole","YOR247W",0.519688644688645,"moderate (0.4–0.7)"
"Fluconazole","APC5",-0.0174532946652921,"low (<0.4)"
"Fluconazole","YOR250C",0.0642960182864691,"low (<0.4)"
"Fluconazole","YOR251C",-0.0442790910913055,"low (<0.4)"
"Fluconazole","TMA16",0.266071428571429,"low (<0.4)"
"Fluconazole","NAT5",0.234752747252747,"low (<0.4)"
"Fluconazole","SEC63",-0.123672161172161,"low (<0.4)"
"Fluconazole","YOR256C",0.197961987634532,"low (<0.4)"
"Fluconazole","CDC31",0.00162547648220908,"low (<0.4)"
"Fluconazole","YOR258W",0.146443755027002,"low (<0.4)"
"Fluconazole","RPT4",0.242216117216117,"low (<0.4)"
"Fluconazole","GCD1",0.185302197802198,"low (<0.4)"
"Fluconazole","YOR261C",0.353021978021978,"low (<0.4)"
"Fluconazole","YOR262W",0.247664835164835,"low (<0.4)"
"Fluconazole","YOR264W",0.121619611210324,"low (<0.4)"
"Fluconazole","YOR265W",0.0955128205128205,"low (<0.4)"
"Fluconazole","YOR266W",0.0813235223696328,"low (<0.4)"
"Fluconazole","YOR267C",-0.0441849816849817,"low (<0.4)"
"Fluconazole","YOR269W",0.193551345191784,"low (<0.4)"
"Fluconazole","YOR270C",0.235622710622711,"low (<0.4)"
"Fluconazole","YOR271C",0.285760073260073,"low (<0.4)"
"Fluconazole","YOR272W",-0.0251373626373626,"low (<0.4)"
"Fluconazole","YOR273C",0.287526185071322,"low (<0.4)"
"Fluconazole","YOR274W",0.308042819696663,"low (<0.4)"
"Fluconazole","YOR275C",-0.116652928585772,"low (<0.4)"
"Fluconazole","CAF20",0.120467032967033,"low (<0.4)"
"Fluconazole","HEM4",-0.0796765446820148,"low (<0.4)"
"Fluconazole","YOR279C",0.140924682044679,"low (<0.4)"
"Fluconazole","YOR280C",0.155915517234638,"low (<0.4)"
"Fluconazole","YOR281C",0.219050126503895,"low (<0.4)"
"Fluconazole","YOR283W",0.299316613076078,"low (<0.4)"
"Fluconazole","YOR284W",0.0575458392101552,"low (<0.4)"
"Fluconazole","YOR285W",0.76422913217166,"high (≥0.7)"
"Fluconazole","RDL2",0.275137362637363,"low (<0.4)"
"Fluconazole","YOR287C",-0.00130752471929493,"low (<0.4)"
"Fluconazole","YOR288C",0.252117771224515,"low (<0.4)"
"Fluconazole","SNF2",0.208297083418148,"low (<0.4)"
"Fluconazole","YOR291W",-0.0257328952958171,"low (<0.4)"
"Fluconazole","YOR292C",0.0165558466989884,"low (<0.4)"
"Fluconazole","RPS10A",0.179120879120879,"low (<0.4)"
"Fluconazole","YOR294W",0.38525641025641,"low (<0.4)"
"Fluconazole","YOR295W",-0.0873697475097075,"low (<0.4)"
"Fluconazole","YOR296W",0.0731705090514276,"low (<0.4)"
"Fluconazole","YOR297C",-0.0926205924265759,"low (<0.4)"
"Fluconazole","MBF1",0.193681318681319,"low (<0.4)"
"Fluconazole","YOR299W",0.0560242688213157,"low (<0.4)"
"Fluconazole","YOR301W",0.0451683916199345,"low (<0.4)"
"Fluconazole","YOR303W",0.378113553113553,"low (<0.4)"
"Fluconazole","YOR304W",0.0394509383998868,"low (<0.4)"
"Fluconazole","YOR304C-A",0.466510217206019,"moderate (0.4–0.7)"
"Fluconazole","YOR305W",0.0240848004762014,"low (<0.4)"
"Fluconazole","YOR306C",0.223413556242467,"low (<0.4)"
"Fluconazole","YOR307C",0.0600329700522026,"low (<0.4)"
"Fluconazole","YOR308C",0.237580898071627,"low (<0.4)"
"Fluconazole","NOP58",-0.139423076923077,"low (<0.4)"
"Fluconazole","DGK1",0.0614468864468864,"low (<0.4)"
"Fluconazole","RPL20B",0.209935897435897,"low (<0.4)"
"Fluconazole","YOR315W",0.412610467944807,"moderate (0.4–0.7)"
"Fluconazole","YOR316C",0.198620488619643,"low (<0.4)"
"Fluconazole","YOR317W",0.304134805026014,"low (<0.4)"
"Fluconazole","YOR319W",0.0669529890582885,"low (<0.4)"
"Fluconazole","YOR320C",0.0377064755802586,"low (<0.4)"
"Fluconazole","YOR321W",0.108220749345258,"low (<0.4)"
"Fluconazole","LDB19",-0.0886446886446886,"low (<0.4)"
"Fluconazole","YOR323C",-0.00576923076923077,"low (<0.4)"
"Fluconazole","FRT1",0.0283684909622223,"low (<0.4)"
"Fluconazole","MYO2",0.132738095238095,"low (<0.4)"
"Fluconazole","YOR327C",0.327930402930403,"low (<0.4)"
"Fluconazole","YOR328W",-0.0067602436758288,"low (<0.4)"
"Fluconazole","SCD5",-0.224963946279868,"low (<0.4)"
"Fluconazole","MIP1",0.112449339674092,"low (<0.4)"
"Fluconazole","YOR332W",0.615979853479853,"moderate (0.4–0.7)"
"Fluconazole","YOR334W",0.0723481995287924,"low (<0.4)"
"Fluconazole","ALA1",0.159569597069597,"low (<0.4)"
"Fluconazole","YOR336W",0.0347985347985348,"low (<0.4)"
"Fluconazole","YOR337W",-0.0556192368616445,"low (<0.4)"
"Fluconazole","YOR338W",-0.091179510172565,"low (<0.4)"
"Fluconazole","RPA43",-0.0568681318681319,"low (<0.4)"
"Fluconazole","RPA190",-0.035485347985348,"low (<0.4)"
"Fluconazole","YOR342C",-0.0398369889148798,"low (<0.4)"
"Fluconazole","TYE7",0.376327838827839,"low (<0.4)"
"Fluconazole","YOR347C",0.0961937049666729,"low (<0.4)"
"Fluconazole","YOR349W",-0.153061992501351,"low (<0.4)"
"Fluconazole","YOR350C",-0.04372025792622,"low (<0.4)"
"Fluconazole","YOR352W",-0.279250316653692,"low (<0.4)"
"Fluconazole","YOR353C",-0.124948475773833,"low (<0.4)"
"Fluconazole","YOR354C",0.268684394298673,"low (<0.4)"
"Fluconazole","YOR355W",0.272298534798535,"low (<0.4)"
"Fluconazole","YOR356W",0.253474687475503,"low (<0.4)"
"Fluconazole","SNX3",0.141424322462191,"low (<0.4)"
"Fluconazole","YOR358W",0.211832585401594,"low (<0.4)"
"Fluconazole","YOR359W",0.113422242640293,"low (<0.4)"
"Fluconazole","PDE2",0.0755274213353207,"low (<0.4)"
"Fluconazole","PRT1",-0.118910256410256,"low (<0.4)"
"Fluconazole","YOR362C",0.0501373626373626,"low (<0.4)"
"Fluconazole","PIP2",-0.093392583268433,"low (<0.4)"
"Fluconazole","YOR367W",0.254633712098167,"low (<0.4)"
"Fluconazole","YOR368W",0.173832351254975,"low (<0.4)"
"Fluconazole","RPS12",0.172893772893773,"low (<0.4)"
"Fluconazole","MRS6",0.24981684981685,"low (<0.4)"
"Fluconazole","GPB1",0.146951700930754,"low (<0.4)"
"Fluconazole","YOR372C",0.00272156874802568,"low (<0.4)"
"Fluconazole","YOR373W",-0.0691210308329498,"low (<0.4)"
"Fluconazole","ALD4",0.0967143681208959,"low (<0.4)"
"Fluconazole","GDH1",0.520100732600733,"moderate (0.4–0.7)"
"Fluconazole","YOR377W",0.192468833456968,"low (<0.4)"
"Fluconazole","YOR380W",-0.00901850054770027,"low (<0.4)"
"Fluconazole","YOR381W",0.269271222125698,"low (<0.4)"
"Fluconazole","YOR382W",0.644104704864547,"moderate (0.4–0.7)"
"Fluconazole","YOR383C",0.736994047172026,"high (≥0.7)"
"Fluconazole","YOR385W",0.416879506716343,"moderate (0.4–0.7)"
"Fluconazole","YOR390W",0.19444261886648,"low (<0.4)"
"Fluconazole","YGL263W",0.588123061494271,"moderate (0.4–0.7)"
"Fluconazole","YGL257C",-0.0307850897346355,"low (<0.4)"
"Fluconazole","ADH4",0.238553113553114,"low (<0.4)"
"Fluconazole","YGL255W",0.518294600978141,"moderate (0.4–0.7)"
"Fluconazole","FZF1",0.214422892260419,"low (<0.4)"
"Fluconazole","HXK2",0.332967032967033,"low (<0.4)"
"Fluconazole","YGL252C",0.196109859196187,"low (<0.4)"
"Fluconazole","YGL250W",0.0992475181347276,"low (<0.4)"
"Fluconazole","YGL248W",0.0547550848909641,"low (<0.4)"
"Fluconazole","YGL247W",-0.0166334479070357,"low (<0.4)"
"Fluconazole","YGL246C",0.111406200034371,"low (<0.4)"
"Fluconazole","GUS1",0.375228937728938,"low (<0.4)"
"Fluconazole","RTF1",-0.0705128205128205,"low (<0.4)"
"Fluconazole","YGL243W",0.217056493142077,"low (<0.4)"
"Fluconazole","YGL242C",-0.131211361351741,"low (<0.4)"
"Fluconazole","YGL241W",-0.108804743953874,"low (<0.4)"
"Fluconazole","CSE1",-0.0715201465201465,"low (<0.4)"
"Fluconazole","YGL237C",-0.0710194856800297,"low (<0.4)"
"Fluconazole","MTO1",0.269435417165996,"low (<0.4)"
"Fluconazole","YGL234W",0.42742673992674,"moderate (0.4–0.7)"
"Fluconazole","YGL233W",-0.083753090942394,"low (<0.4)"
"Fluconazole","YGL232W",0.0775192023769009,"low (<0.4)"
"Fluconazole","YGL231C",0.357554945054945,"low (<0.4)"
"Fluconazole","YGL228W",0.156501831501832,"low (<0.4)"
"Fluconazole","VID30",-0.201926562618346,"low (<0.4)"
"Fluconazole","YGL226C-A",0.129441391941392,"low (<0.4)"
"Fluconazole","YGL226W",0.367792671643506,"low (<0.4)"
"Fluconazole","VRG4",0.191163003663004,"low (<0.4)"
"Fluconazole","SDT1",0.0407770632773475,"low (<0.4)"
"Fluconazole","COG1",0.112185952686595,"low (<0.4)"
"Fluconazole","YGL222C",0.0579536012498365,"low (<0.4)"
"Fluconazole","YGL221C",0.0452380952380952,"low (<0.4)"
"Fluconazole","FRA2",0.228800366300366,"low (<0.4)"
"Fluconazole","MDM34",0.059551076500229,"low (<0.4)"
"Fluconazole","YGL216W",-0.0391120214759052,"low (<0.4)"
"Fluconazole","YGL215W",0.0201007326007326,"low (<0.4)"
"Fluconazole","SKI8",0.0205146991482736,"low (<0.4)"
"Fluconazole","NCS6",0.0074184316456369,"low (<0.4)"
"Fluconazole","YGL210W",0.0661172161172161,"low (<0.4)"
"Fluconazole","MIG2",0.0907259011650261,"low (<0.4)"
"Fluconazole","SIP2",0.228324579697966,"low (<0.4)"
"Fluconazole","SPT16",-0.204624542124542,"low (<0.4)"
"Fluconazole","CHC1",0.248946886446886,"low (<0.4)"
"Fluconazole","YGL203C",-0.117710361389566,"low (<0.4)"
"Fluconazole","YGL202W",0.0323717948717949,"low (<0.4)"
"Fluconazole","YGL201C",0.392307252248976,"low (<0.4)"
"Fluconazole","EMP24",0.237362637362637,"low (<0.4)"
"Fluconazole","YGL198W",-0.0106227106227106,"low (<0.4)"
"Fluconazole","YGL197W",0.222173883701428,"low (<0.4)"
"Fluconazole","YGL196W",0.0268834447167442,"low (<0.4)"
"Fluconazole","GCN1",0.0273809523809524,"low (<0.4)"
"Fluconazole","YGL194C-A",-0.103943750882674,"low (<0.4)"
"Fluconazole","HOS2",0.077223568688979,"low (<0.4)"
"Fluconazole","IME4",-0.0218821169487393,"low (<0.4)"
"Fluconazole","YGL191W",0.708836996336996,"high (≥0.7)"
"Fluconazole","YGL190C",0.0793040293040293,"low (<0.4)"
"Fluconazole","RPS26A",0.153800366300366,"low (<0.4)"
"Fluconazole","YGL187C",0.567490842490842,"moderate (0.4–0.7)"
"Fluconazole","YGL186C",0.186538461538462,"low (<0.4)"
"Fluconazole","YGL185C",-0.00242985512561893,"low (<0.4)"
"Fluconazole","GTS1",-0.11955265056473,"low (<0.4)"
"Fluconazole","YGL179C",0.0696171060638903,"low (<0.4)"
"Fluconazole","MPT5",0.187179487179487,"low (<0.4)"
"Fluconazole","YGL176C",0.160141206675225,"low (<0.4)"
"Fluconazole","SAE2",0.0290449470954335,"low (<0.4)"
"Fluconazole","BUD13",-0.0176381737608308,"low (<0.4)"
"Fluconazole","XRN1",0.260805860805861,"low (<0.4)"
"Fluconazole","NUP49",0.0555638228495979,"low (<0.4)"
"Fluconazole","YGL171W",0.115521978021978,"low (<0.4)"
"Fluconazole","YGL169W",0.130072366385392,"low (<0.4)"
"Fluconazole","PMR1",0.0720238095238095,"low (<0.4)"
"Fluconazole","CUP2",0.266509460977408,"low (<0.4)"
"Fluconazole","YGL164C",-0.0386400950437985,"low (<0.4)"
"Fluconazole","RAD54",0.145301929404736,"low (<0.4)"
"Fluconazole","YGL162W",0.313790223877082,"low (<0.4)"
"Fluconazole","YGL161C",-0.0437728937728938,"low (<0.4)"
"Fluconazole","YGL160W",0.145396243701328,"low (<0.4)"
"Fluconazole","YGL159W",-0.0293578826947311,"low (<0.4)"
"Fluconazole","YGL157W",-0.00892857142857143,"low (<0.4)"
"Fluconazole","YGL156W",0.150238155945579,"low (<0.4)"
"Fluconazole","CDC43",0.0477283688295,"low (<0.4)"
"Fluconazole","YGL154C",-0.119548673555193,"low (<0.4)"
"Fluconazole","YGL153W",0.110927912459655,"low (<0.4)"
"Fluconazole","NUT1",-0.094387395433814,"low (<0.4)"
"Fluconazole","YGL150C",-0.0016025641025641,"low (<0.4)"
"Fluconazole","YGL148W",0.186217948717949,"low (<0.4)"
"Fluconazole","RPL9A",0.0519688644688645,"low (<0.4)"
"Fluconazole","TIP20",0.0450163717774922,"low (<0.4)"
"Fluconazole","YGL144C",-0.277821691511454,"low (<0.4)"
"Fluconazole","YGL143C",-0.0238795718760246,"low (<0.4)"
"Fluconazole","YGL142C",-0.0257328952958171,"low (<0.4)"
"Fluconazole","YGL141W",0.00412749390679357,"low (<0.4)"
"Fluconazole","YGL140C",0.0255048308340093,"low (<0.4)"
"Fluconazole","FLC3",-0.0693231378609734,"low (<0.4)"
"Fluconazole","YGL137W",-0.0755494505494505,"low (<0.4)"
"Fluconazole","YGL136C",0.194208777308688,"low (<0.4)"
"Fluconazole","RPL1B",0.0408424908424908,"low (<0.4)"
"Fluconazole","YGL134W",-0.0061875541626057,"low (<0.4)"
"Fluconazole","YGL133W",0.126159130763763,"low (<0.4)"
"Fluconazole","YGL131C",0.184814193542916,"low (<0.4)"
"Fluconazole","YGL130W",-0.0411405808243623,"low (<0.4)"
"Fluconazole","YGL129C",-0.0172269632002568,"low (<0.4)"
"Fluconazole","YGL128C",0.0173315178514539,"low (<0.4)"
"Fluconazole","SOH1",0.060989010989011,"low (<0.4)"
"Fluconazole","SCS3",0.0185032521196121,"low (<0.4)"
"Fluconazole","MON1",0.0580264269395552,"low (<0.4)"
"Fluconazole","RPS2",0.184386446886447,"low (<0.4)"
"Fluconazole","YGL122C",-0.088003663003663,"low (<0.4)"
"Fluconazole","PRP43",0.0211080586080586,"low (<0.4)"
"Fluconazole","COQ8",-0.251396908130076,"low (<0.4)"
"Fluconazole","YGL117W",0.24136881723901,"low (<0.4)"
"Fluconazole","CDC20",-0.0260256044975841,"low (<0.4)"
"Fluconazole","SNF4",0.0880494505494506,"low (<0.4)"
"Fluconazole","YGL114W",-0.11803504027917,"low (<0.4)"
"Fluconazole","YGL113W",0.0907466788822721,"low (<0.4)"
"Fluconazole","TAF6",0.140615162728566,"low (<0.4)"
"Fluconazole","YGL111W",-0.00393772893772894,"low (<0.4)"
"Fluconazole","YGL110C",0.00896883087901693,"low (<0.4)"
"Fluconazole","YGL108C",0.059585967840632,"low (<0.4)"
"Fluconazole","YGL107C",0.0529883228914363,"low (<0.4)"
"Fluconazole","YGL106W",0.472344322344322,"moderate (0.4–0.7)"
"Fluconazole","YGL105W",-0.303525641025641,"low (<0.4)"
"Fluconazole","YGL104C",0.182467684084745,"low (<0.4)"
"Fluconazole","RPL28",0.219322344322344,"low (<0.4)"
"Fluconazole","YGL101W",0.121819160025839,"low (<0.4)"
"Fluconazole","YGL100W",0.129212454212454,"low (<0.4)"
"Fluconazole","LSG1",0.207051282051282,"low (<0.4)"
"Fluconazole","USE1",-0.00943234240380483,"low (<0.4)"
"Fluconazole","SRM1",-0.205540293040293,"low (<0.4)"
"Fluconazole","YGL096W",0.254834349751922,"low (<0.4)"
"Fluconazole","VPS45",0.0956043956043956,"low (<0.4)"
"Fluconazole","YGL094C",-0.0140132347547433,"low (<0.4)"
"Fluconazole","YGL093W",-0.0245916748218941,"low (<0.4)"
"Fluconazole","NUP145",0.119163451970398,"low (<0.4)"
"Fluconazole","YGL091C",0.00187731086677669,"low (<0.4)"
"Fluconazole","YGL090W",0.0758829599254432,"low (<0.4)"
"Fluconazole","YGL087C",0.269459706959707,"low (<0.4)"
"Fluconazole","YGL086W",0.0423992673992674,"low (<0.4)"
"Fluconazole","YGL085W",-0.148764683335894,"low (<0.4)"
"Fluconazole","YGL084C",0.080422264580605,"low (<0.4)"
"Fluconazole","YGL083W",-0.0623675901923849,"low (<0.4)"
"Fluconazole","YGL082W",0.139010989010989,"low (<0.4)"
"Fluconazole","YGL080W",0.11790293040293,"low (<0.4)"
"Fluconazole","KXD1",-0.0934249879365035,"low (<0.4)"
"Fluconazole","YGL078C",0.286996336996337,"low (<0.4)"
"Fluconazole","HNM1",0.304696711291841,"low (<0.4)"
"Fluconazole","RPL7A",0.211217948717949,"low (<0.4)"
"Fluconazole","HSF1",0.148438218117977,"low (<0.4)"
"Fluconazole","AFT1",-0.215613553113553,"low (<0.4)"
"Fluconazole","RPB9",0.138348653267458,"low (<0.4)"
"Fluconazole","YGL068W",0.429532967032967,"moderate (0.4–0.7)"
"Fluconazole","YGL067W",0.123056846539527,"low (<0.4)"
"Fluconazole","SGF73",-0.127812049474776,"low (<0.4)"
"Fluconazole","YGL065C",0.134462824187816,"low (<0.4)"
"Fluconazole","YGL064C",0.0318458806134391,"low (<0.4)"
"Fluconazole","YGL063W",-0.155279549892368,"low (<0.4)"
"Fluconazole","YGL062W",0.391730390996318,"low (<0.4)"
"Fluconazole","YGL061C",0.209091385651978,"low (<0.4)"
"Fluconazole","YBP2",-0.0943822434264719,"low (<0.4)"
"Fluconazole","YGL059W",0.110079054116835,"low (<0.4)"
"Fluconazole","RAD6",0.179349816849817,"low (<0.4)"
"Fluconazole","YGL057C",-0.0286303252404947,"low (<0.4)"
"Fluconazole","YGL056C",-0.182151197590106,"low (<0.4)"
"Fluconazole","OLE1",0.403525641025641,"moderate (0.4–0.7)"
"Fluconazole","YGL054C",0.504029304029304,"moderate (0.4–0.7)"
"Fluconazole","YGL050W",0.145514486210154,"low (<0.4)"
"Fluconazole","TIF4632",0.174475440435429,"low (<0.4)"
"Fluconazole","RPT6",0.171657509157509,"low (<0.4)"
"Fluconazole","YGL047W",0.282373710194672,"low (<0.4)"
"Fluconazole","RIM8",0.0868065709637385,"low (<0.4)"
"Fluconazole","YGL044C",-0.00311358875465402,"low (<0.4)"
"Fluconazole","DST1",0.122344322344322,"low (<0.4)"
"Fluconazole","YGL041W-A",0.300223227239032,"low (<0.4)"
"Fluconazole","HEM2",0.330173992673993,"low (<0.4)"
"Fluconazole","YGL039W",0.410005726785247,"moderate (0.4–0.7)"
"Fluconazole","OCH1",0.165615448905641,"low (<0.4)"
"Fluconazole","YGL037C",0.133791208791209,"low (<0.4)"
"Fluconazole","YGL036W",0.120399729858276,"low (<0.4)"
"Fluconazole","MIG1",0.00133204958089608,"low (<0.4)"
"Fluconazole","RPL24A",0.0243131868131868,"low (<0.4)"
"Fluconazole","RPL30",0.118315018315018,"low (<0.4)"
"Fluconazole","YGL029W",-0.167132194872772,"low (<0.4)"
"Fluconazole","YGL028C",0.0941739463950868,"low (<0.4)"
"Fluconazole","CWH41",0.193660641732488,"low (<0.4)"
"Fluconazole","YGL026C",0.279075091575092,"low (<0.4)"
"Fluconazole","PGD1",0.0718091883051309,"low (<0.4)"
"Fluconazole","YGL023C",0.200840789887068,"low (<0.4)"
"Fluconazole","YGL022W",-0.0975732600732601,"low (<0.4)"
"Fluconazole","YGL021W",-0.0358278065632735,"low (<0.4)"
"Fluconazole","GET1",0.294551282051282,"low (<0.4)"
"Fluconazole","CKB1",0.164972527472527,"low (<0.4)"
"Fluconazole","YGL018C",0.113331204360198,"low (<0.4)"
"Fluconazole","ATE1",0.0565196912682806,"low (<0.4)"
"Fluconazole","KAP122",0.0675107904074674,"low (<0.4)"
"Fluconazole","PUF4",0.11996336996337,"low (<0.4)"
"Fluconazole","PDR1",0.181870213727732,"low (<0.4)"
"Fluconazole","YGL012W",0.622344322344322,"moderate (0.4–0.7)"
"Fluconazole","SCL1",0.353708791208791,"low (<0.4)"
"Fluconazole","YGL010W",0.294011341255954,"low (<0.4)"
"Fluconazole","YGL009C",0.584095513952118,"moderate (0.4–0.7)"
"Fluconazole","PMA1",0.421749084249084,"moderate (0.4–0.7)"
"Fluconazole","YGL006W",0.244001831501831,"low (<0.4)"
"Fluconazole","COG7",0.0967154752182948,"low (<0.4)"
"Fluconazole","YGL004C",-0.0301299296153868,"low (<0.4)"
"Fluconazole","CDH1",0.247112012927566,"low (<0.4)"
"Fluconazole","YGL002W",-0.0907509157509157,"low (<0.4)"
"Fluconazole","YGL001C",0.44739010989011,"moderate (0.4–0.7)"
"Fluconazole","YGR001C",0.130998168498168,"low (<0.4)"
"Fluconazole","SWC4",0.128725000397077,"low (<0.4)"
"Fluconazole","CUL3",0.128199302996141,"low (<0.4)"
"Fluconazole","YGR004W",-0.257218128850513,"low (<0.4)"
"Fluconazole","YGR005C",0.340274041620755,"low (<0.4)"
"Fluconazole","ECT1",-0.246520146520147,"low (<0.4)"
"Fluconazole","YGR008C",0.189056776556777,"low (<0.4)"
"Fluconazole","SEC9",0.0695544668525316,"low (<0.4)"
"Fluconazole","YGR010W",-0.148849474486339,"low (<0.4)"
"Fluconazole","YGR012W",0.193441187765987,"low (<0.4)"
"Fluconazole","YGR013W",0.023489010989011,"low (<0.4)"
"Fluconazole","YGR014W",0.0723443223443223,"low (<0.4)"
"Fluconazole","YGR015C",-0.140367599162172,"low (<0.4)"
"Fluconazole","YGR017W",-0.0280690508101395,"low (<0.4)"
"Fluconazole","YGR019W",-0.124318879199884,"low (<0.4)"
"Fluconazole","YGR020C",0.329304029304029,"low (<0.4)"
"Fluconazole","YGR021W",0.220981937522087,"low (<0.4)"
"Fluconazole","YGR023W",0.156461010794033,"low (<0.4)"
"Fluconazole","YGR024C",0.136315765516778,"low (<0.4)"
"Fluconazole","YGR026W",0.17220695970696,"low (<0.4)"
"Fluconazole","RPS25A",0.162271062271062,"low (<0.4)"
"Fluconazole","MSP1",0.172189455984456,"low (<0.4)"
"Fluconazole","YGR029W",0.154945054945055,"low (<0.4)"
"Fluconazole","YGR030C",0.203239654404094,"low (<0.4)"
"Fluconazole","YGR031W",0.0196473556788472,"low (<0.4)"
"Fluconazole","GSC2",0.244837218078003,"low (<0.4)"
"Fluconazole","TIM21",0.223855311355311,"low (<0.4)"
"Fluconazole","RPL26B",0.00975274725274725,"low (<0.4)"
"Fluconazole","YGR035C",0.285717556309428,"low (<0.4)"
"Fluconazole","CAX4",0.0843361468786091,"low (<0.4)"
"Fluconazole","YGR037C",0.303434065934066,"low (<0.4)"
"Fluconazole","YGR038W",0.437886350566662,"moderate (0.4–0.7)"
"Fluconazole","YGR041W",0.105260158050193,"low (<0.4)"
"Fluconazole","YGR042W",-0.041207091984621,"low (<0.4)"
"Fluconazole","TAM41",0.0178614368943257,"low (<0.4)"
"Fluconazole","TFC4",-0.0171991298505348,"low (<0.4)"
"Fluconazole","YGR048W",0.0256879894037329,"low (<0.4)"
"Fluconazole","YGR049W",0.465750915750916,"moderate (0.4–0.7)"
"Fluconazole","YGR050C",0.235510573950856,"low (<0.4)"
"Fluconazole","YGR052W",0.164303975378487,"low (<0.4)"
"Fluconazole","YGR054W",-0.0703754578754579,"low (<0.4)"
"Fluconazole","YGR055W",0.404075091575092,"moderate (0.4–0.7)"
"Fluconazole","YGR056W",-0.00531281496503714,"low (<0.4)"
"Fluconazole","YGR057C",0.113619822266418,"low (<0.4)"
"Fluconazole","YGR058W",0.0857430988103239,"low (<0.4)"
"Fluconazole","YGR060W",0.714194139194139,"high (≥0.7)"
"Fluconazole","YGR061C",0.385622710622711,"low (<0.4)"
"Fluconazole","COX18",0.206772077868609,"low (<0.4)"
"Fluconazole","YGR063C",0.15989010989011,"low (<0.4)"
"Fluconazole","YGR065C",0.187622857764264,"low (<0.4)"
"Fluconazole","YGR068C",-0.031407256131714,"low (<0.4)"
"Fluconazole","ROM1",0.315006319659887,"low (<0.4)"
"Fluconazole","YGR071C",0.168768741973067,"low (<0.4)"
"Fluconazole","UPF3",0.00254152882320803,"low (<0.4)"
"Fluconazole","SMD1",0.314285714285714,"low (<0.4)"
"Fluconazole","MRPL25",0.0891565161644839,"low (<0.4)"
"Fluconazole","PEX8",0.0272448372463833,"low (<0.4)"
"Fluconazole","PAC10",0.0498168498168498,"low (<0.4)"
"Fluconazole","YGR079W",0.0527954577228235,"low (<0.4)"
"Fluconazole","TWF1",0.0116771609236877,"low (<0.4)"
"Fluconazole","YGR081C",0.21099867232157,"low (<0.4)"
"Fluconazole","TOM20",0.265979853479853,"low (<0.4)"
"Fluconazole","GCD2",-0.00682242241828602,"low (<0.4)"
"Fluconazole","YGR084C",0.0844370671896249,"low (<0.4)"
"Fluconazole","RPL11B",0.283836996336996,"low (<0.4)"
"Fluconazole","YGR086C",0.435119047619048,"moderate (0.4–0.7)"
"Fluconazole","CTT1",0.274894553456813,"low (<0.4)"
"Fluconazole","YGR089W",-0.110842712010361,"low (<0.4)"
"Fluconazole","YGR090W",-0.0811813186813187,"low (<0.4)"
"Fluconazole","YGR091W",0.118850912698634,"low (<0.4)"
"Fluconazole","YGR092W",0.0698295636329933,"low (<0.4)"
"Fluconazole","YGR093W",-0.00797031804264303,"low (<0.4)"
"Fluconazole","YGR094W",0.175137362637363,"low (<0.4)"
"Fluconazole","YGR095C",0.360897435897436,"low (<0.4)"
"Fluconazole","YGR096W",-0.0427028551324274,"low (<0.4)"
"Fluconazole","ASK10",-0.0813224049572719,"low (<0.4)"
"Fluconazole","YGR098C",0.164901796624235,"low (<0.4)"
"Fluconazole","YGR099W",-0.0778154797725275,"low (<0.4)"
"Fluconazole","MDR1",-0.052154402728791,"low (<0.4)"
"Fluconazole","PCP1",-0.0338866630726624,"low (<0.4)"
"Fluconazole","YGR102C",0.211724035316473,"low (<0.4)"
"Fluconazole","NOP7",0.293681318681319,"low (<0.4)"
"Fluconazole","SRB5",0.110489904453068,"low (<0.4)"
"Fluconazole","YGR105W",0.278617216117216,"low (<0.4)"
"Fluconazole","YGR106C",0.0895604395604396,"low (<0.4)"
"Fluconazole","CLB1",0.184275672473586,"low (<0.4)"
"Fluconazole","YGR109C",-0.0446291146392347,"low (<0.4)"
"Fluconazole","YGR111W",0.0856227106227106,"low (<0.4)"
"Fluconazole","YGR112W",0.0421004378492944,"low (<0.4)"
"Fluconazole","YGR113W",0.0186975864856292,"low (<0.4)"
"Fluconazole","SPT6",0.288736263736264,"low (<0.4)"
"Fluconazole","YGR117C",0.168705161776492,"low (<0.4)"
"Fluconazole","RPS23A",0.166941391941392,"low (<0.4)"
